3263.683 1.164 -1.14 4.99
3276.772 1.179 -0.89 4.94
3276.992 0.122 -2.44 4.94
3278.288 1.230 -0.26 5.02
3318.023 0.122 -1.07 4.97
3409.808 0.028 -1.91 4.99
3452.465 2.046 -0.56 4.94
3533.854 2.060 -1.31 4.92
3561.576 0.573 -2.04 4.95
3987.606 0.607 -2.73 4.99
4316.794 2.046 -1.62 4.99
4330.238 2.046 -1.64 4.93
4421.938 2.060 -1.64 4.99
4443.801 1.079 -0.71 4.99
4444.554 1.115 -2.20 4.96
4450.482 1.083 -1.52 5.02
4469.151 1.083 -2.55 5.03
4488.324 3.121 -0.50 4.99
4493.522 1.079 -2.78 4.91
4518.332 1.079 -2.56 5.02
4545.133 1.130 -2.45 4.94
4552.293 1.115 -2.87 5.00
4583.409 1.164 -2.84 5.00
4609.265 1.179 -3.32 4.93
4657.201 1.242 -2.29 4.99
4708.663 1.236 -2.35 5.00
4719.511 1.242 -3.32 4.95
4762.778 1.083 -2.89 4.96
4764.525 1.236 -2.69 4.96
4798.531 1.079 -2.66 5.00
4865.610 1.115 -2.70 4.99
4874.009 3.092 -0.86 4.97
4911.194 3.121 -0.64 5.02
5005.167 1.565 -2.73 4.99
5069.090 3.121 -1.62 4.98
5072.286 3.121 -1.02 4.98
5129.156 1.890 -1.34 5.01
5185.902 1.891 -1.41 4.99
5336.786 1.581 -1.60 5.00
5381.022 1.565 -1.97 5.00
5396.247 1.583 -3.18 5.01
5418.768 1.581 -2.13 5.02
9432.151 2.588 -2.05 4.92
