22828.648 4379.2304  3  3  0.15383 -0.029509 0.02154
22828.648 4379.2304  3  2  0.19445 -0.037302 0.04924
22828.648 4379.2304  2  3  0.14783 -0.028358 0.00133
22828.648 4379.2304  2  2  0.18845 -0.036151 0.01326
22828.648 4379.2304  2  1  0.21552 -0.041345 0.03750
22800.104 4384.7130  8  7 -0.12319  0.023690 0.21250
22800.104 4384.7130  7  7 -0.13999  0.026921 0.02083
22800.104 4384.7130  7  6 -0.05067  0.009745 0.16667
22800.104 4384.7130  6  7 -0.15469  0.029748 0.00104
22800.104 4384.7130  6  6 -0.06537  0.012572 0.03385
22800.104 4384.7130  6  5  0.01116 -0.002147 0.12760
22800.104 4384.7130  5  6 -0.07797  0.014995 0.00260
22800.104 4384.7130  5  5 -0.00144  0.000277 0.04010
22800.104 4384.7130  5  4  0.06233 -0.011986 0.09479
22800.104 4384.7130  4  5 -0.01194  0.002296 0.00417
22800.104 4384.7130  4  4  0.05183 -0.009967 0.04062
22800.104 4384.7130  4  3  0.10283 -0.019775 0.06771
22800.104 4384.7130  3  4  0.04343 -0.008351 0.00521
22800.104 4384.7130  3  3  0.09443 -0.018160 0.03646
22800.104 4384.7130  3  2  0.13267 -0.025515 0.04583
22800.104 4384.7130  2  3  0.08813 -0.016948 0.00521
22800.104 4384.7130  2  2  0.12637 -0.024304 0.02865
22800.104 4384.7130  2  1  0.15187 -0.029206 0.02865
22800.104 4384.7130  1  2  0.12217 -0.023496 0.00365
22800.104 4384.7130  1  1  0.14767 -0.028399 0.01823
22800.104 4384.7130  1  0  0.16042 -0.030850 0.01563
22745.583 4395.2233  6  5 -0.04209  0.008133 0.27083
22745.583 4395.2233  5  5 -0.06189  0.011959 0.06417
22745.583 4395.2233  5  4  0.00557 -0.001076 0.16500
22745.583 4395.2233  4  5 -0.07839  0.015148 0.00875
22745.583 4395.2233  4  4 -0.01093  0.002113 0.09281
22745.583 4395.2233  4  3  0.04326 -0.008360 0.08594
22745.583 4395.2233  3  4 -0.02413  0.004663 0.02344
22745.583 4395.2233  3  3  0.03006 -0.005809 0.09115
22745.583 4395.2233  3  2  0.07084 -0.013690 0.03125
22745.583 4395.2233  2  3  0.02016 -0.003896 0.04167
22745.583 4395.2233  2  2  0.06094 -0.011777 0.06250
22745.583 4395.2233  1  2  0.05434 -0.010501 0.06250
22686.664 4406.6382  8  8 -0.18079  0.035117 0.19560
22686.664 4406.6382  8  7 -0.07204  0.013993 0.01690
22686.664 4406.6382  7  8 -0.19759  0.038381 0.01690
22686.664 4406.6382  7  7 -0.08884  0.017256 0.14289
22686.664 4406.6382  7  6  0.00622 -0.001208 0.02771
22686.664 4406.6382  6  7 -0.10354  0.020112 0.02771
22686.664 4406.6382  6  6 -0.00848  0.001647 0.10165
22686.664 4406.6382  6  5  0.07292 -0.014165 0.03314
22686.664 4406.6382  5  6 -0.02108  0.004095 0.03314
22686.664 4406.6382  5  5  0.06032 -0.011717 0.07042
22686.664 4406.6382  5  4  0.12811 -0.024884 0.03394
22686.664 4406.6382  4  5  0.04982 -0.009678 0.03394
22686.664 4406.6382  4  4  0.11761 -0.022844 0.04778
22686.664 4406.6382  4  3  0.17180 -0.033371 0.03078
22686.664 4406.6382  3  4  0.10921 -0.021213 0.03078
22686.664 4406.6382  3  3  0.16340 -0.031739 0.03248
22686.664 4406.6382  3  2  0.20403 -0.039630 0.02424
22686.664 4406.6382  2  3  0.15710 -0.030515 0.02424
22686.664 4406.6382  2  2  0.19773 -0.038406 0.02367
22686.664 4406.6382  2  1  0.22480 -0.043665 0.01458
22686.664 4406.6382  1  2  0.19353 -0.037591 0.01458
22686.664 4406.6382  1  1  0.22060 -0.042849 0.02292
22678.648 4408.1958  6  6 -0.08010  0.015569 0.22569
22678.648 4408.1958  6  5 -0.00544  0.001057 0.04514
22678.648 4408.1958  5  6 -0.09990  0.019418 0.04514
22678.648 4408.1958  5  5 -0.02524  0.004905 0.11546
22678.648 4408.1958  5  4  0.03705 -0.007202 0.06857
22678.648 4408.1958  4  5 -0.04174  0.008113 0.06857
22678.648 4408.1958  4  4  0.02055 -0.003995 0.04527
22678.648 4408.1958  4  3  0.07043 -0.013691 0.07366
22678.648 4408.1958  3  4  0.00735 -0.001429 0.07366
22678.648 4408.1958  3  3  0.05723 -0.011125 0.00868
22678.648 4408.1958  3  2  0.09467 -0.018402 0.06349
22678.648 4408.1958  2  3  0.04733 -0.009200 0.06349
22678.648 4408.1958  2  2  0.08477 -0.016477 0.00050
22678.648 4408.1958  2  1  0.10974 -0.021331 0.04018
22678.648 4408.1958  1  2  0.07817 -0.015194 0.04018
22678.648 4408.1958  1  1  0.10314 -0.020048 0.02232
22618.422 4419.9337  7  6 -0.06551  0.012802 0.23437
22618.422 4419.9337  6  6 -0.09035  0.017655 0.03385
22618.422 4419.9337  6  5 -0.01568  0.003065 0.16927
22618.422 4419.9337  5  6 -0.11163  0.021815 0.00260
22618.422 4419.9337  5  5 -0.03697  0.007225 0.05320
22618.422 4419.9337  5  4  0.02532 -0.004947 0.11607
22618.422 4419.9337  4  5 -0.05471  0.010692 0.00670
22618.422 4419.9337  4  4  0.00758 -0.001481 0.06027
22618.422 4419.9337  4  3  0.05746 -0.011228 0.07366
22618.422 4419.9337  3  4 -0.00661  0.001293 0.01116
22618.422 4419.9337  3  3  0.04326 -0.008454 0.05729
22618.422 4419.9337  3  2  0.08070 -0.015770 0.04092
22618.422 4419.9337  2  3  0.03262 -0.006374 0.01488
22618.422 4419.9337  2  2  0.07006 -0.013690 0.04650
22618.422 4419.9337  2  1  0.09503 -0.018570 0.01674
22618.422 4419.9337  1  2  0.06296 -0.012303 0.01674
22618.422 4419.9337  1  1  0.08793 -0.017183 0.03013
22618.422 4419.9337  0  1  0.08438 -0.016490 0.01563
22535.832 4436.1323  5  4 -0.06140  0.012087 0.34375
22535.832 4436.1323  4  4 -0.04470  0.008800 0.16406
22535.832 4436.1323  4  3  0.05556 -0.010938 0.11719
22535.832 4436.1323  3  4 -0.03134  0.006170 0.05469
22535.832 4436.1323  3  3  0.06892 -0.013568 0.16406
22535.832 4436.1323  2  3  0.07894 -0.015540 0.15625
22527.209 4437.8304  7  7 -0.11280  0.022221 0.20833
22527.209 4437.8304  7  6 -0.02348  0.004626 0.02604
22527.209 4437.8304  6  7 -0.13763  0.027114 0.02604
22527.209 4437.8304  6  6 -0.04832  0.009519 0.13542
22527.209 4437.8304  6  5  0.02821 -0.005558 0.04167
22527.209 4437.8304  5  6 -0.06961  0.013713 0.04167
22527.209 4437.8304  5  5  0.00693 -0.001364 0.08185
22527.209 4437.8304  5  4  0.07069 -0.013926 0.04836
22527.209 4437.8304  4  5 -0.01081  0.002130 0.04836
22527.209 4437.8304  4  4  0.05295 -0.010431 0.04464
22527.209 4437.8304  4  3  0.10395 -0.020479 0.04762
22527.209 4437.8304  3  4  0.03876 -0.007635 0.04762
22527.209 4437.8304  3  3  0.08976 -0.017683 0.02083
22527.209 4437.8304  3  2  0.12801 -0.025217 0.04092
22527.209 4437.8304  2  3  0.07912 -0.015586 0.04092
22527.209 4437.8304  2  2  0.11736 -0.023121 0.00744
22527.209 4437.8304  2  1  0.14286 -0.028143 0.02976
22527.209 4437.8304  1  2  0.11027 -0.021723 0.02976
22527.209 4437.8304  1  1  0.13576 -0.026745 0.00149
22527.209 4437.8304  1  0  0.14851 -0.029256 0.01563
22527.209 4437.8304  0  1  0.13221 -0.026046 0.01563
22494.893 4444.2059  5  5 -0.08850  0.017484 0.24750
22494.893 4444.2059  5  4 -0.02104  0.004157 0.09625
22494.893 4444.2059  4  5 -0.07180  0.014185 0.09625
22494.893 4444.2059  4  4 -0.00434  0.000858 0.06000
22494.893 4444.2059  4  3  0.04985 -0.009849 0.12500
22494.893 4444.2059  3  4  0.00902 -0.001781 0.12500
22494.893 4444.2059  3  3  0.06321 -0.012489 0.00000
22494.893 4444.2059  3  2  0.10399 -0.020546 0.09375
22494.893 4444.2059  2  3  0.07323 -0.014468 0.09375
22494.893 4444.2059  2  2  0.11401 -0.022526 0.06250
22455.486 4452.0051 11 10 -0.17766  0.035225 0.17969
22455.486 4452.0051 10 10 -0.24476  0.048528 0.00766
22455.486 4452.0051 10  9 -0.09629  0.019090 0.15641
22455.486 4452.0051  9 10 -0.30576  0.060623 0.00016
22455.486 4452.0051  9  9 -0.15729  0.031184 0.01286
22455.486 4452.0051  9  8 -0.02365  0.004690 0.13542
22455.486 4452.0051  8  9 -0.21219  0.042069 0.00037
22455.486 4452.0051  8  8 -0.07855  0.015574 0.01581
22455.486 4452.0051  8  7  0.04023 -0.007976 0.11663
22455.486 4452.0051  7  8 -0.12735  0.025250 0.00056
22455.486 4452.0051  7  7 -0.00857  0.001699 0.01666
22455.486 4452.0051  7  6  0.09536 -0.018907 0.09997
22455.486 4452.0051  6  7 -0.05127  0.010165 0.00064
22455.486 4452.0051  6  6  0.05266 -0.010441 0.01555
22455.486 4452.0051  6  5  0.14175 -0.028104 0.08538
22455.486 4452.0051  5  6  0.01606 -0.003185 0.00056
22455.486 4452.0051  5  5  0.10515 -0.020847 0.01252
22455.486 4452.0051  5  4  0.17939 -0.035566 0.07286
22455.486 4452.0051  4  5  0.07465 -0.014801 0.00031
22455.486 4452.0051  4  4  0.14889 -0.029519 0.00750
22455.486 4452.0051  4  3  0.20828 -0.041294 0.06250
22344.895 4474.0397  7  8 -0.20992  0.042032 0.21250
22344.895 4474.0397  7  7 -0.07343  0.014702 0.02083
22344.895 4474.0397  7  6  0.04600 -0.009211 0.00104
22344.895 4474.0397  6  7 -0.10703  0.021430 0.16667
22344.895 4474.0397  6  6  0.01240 -0.002484 0.03385
22344.895 4474.0397  6  5  0.11477 -0.022981 0.00260
22344.895 4474.0397  5  6 -0.01640  0.003283 0.12760
22344.895 4474.0397  5  5  0.08597 -0.017214 0.04010
22344.895 4474.0397  5  4  0.17128 -0.034295 0.00417
22344.895 4474.0397  4  5  0.06197 -0.012409 0.09479
22344.895 4474.0397  4  4  0.14728 -0.029489 0.04062
22344.895 4474.0397  4  3  0.21552 -0.043154 0.00521
22344.895 4474.0397  3  4  0.12808 -0.025645 0.06771
22344.895 4474.0397  3  3  0.19632 -0.039310 0.03646
22344.895 4474.0397  3  2  0.24751 -0.049558 0.00521
22344.895 4474.0397  2  3  0.18192 -0.036426 0.04583
22344.895 4474.0397  2  2  0.23311 -0.046675 0.02865
22344.895 4474.0397  2  1  0.26723 -0.053507 0.00365
22344.895 4474.0397  1  2  0.22351 -0.044753 0.02865
22344.895 4474.0397  1  1  0.25763 -0.051585 0.01823
22344.895 4474.0397  0  1  0.25283 -0.050624 0.01563
21841.421 4577.1740  6  5 -0.05915  0.012396 0.27083
21841.421 4577.1740  5  5 -0.08587  0.017995 0.06417
21841.421 4577.1740  5  4  0.00764 -0.001601 0.16500
21841.421 4577.1740  4  5 -0.10813  0.022661 0.00875
21841.421 4577.1740  4  4 -0.01462  0.003065 0.09281
21841.421 4577.1740  4  3  0.06006 -0.012587 0.08594
21841.421 4577.1740  3  4 -0.03244  0.006797 0.02344
21841.421 4577.1740  3  3  0.04225 -0.008854 0.09115
21841.421 4577.1740  3  2  0.09819 -0.020577 0.03125
21841.421 4577.1740  2  3  0.02889 -0.006054 0.04167
21841.421 4577.1740  2  2  0.08483 -0.017778 0.06250
21841.421 4577.1740  1  2  0.07593 -0.015911 0.06250
21797.647 4586.3660  8  7  0.11236 -0.023642 0.21250
21797.647 4586.3660  7  7  0.00343 -0.000723 0.02083
21797.647 4586.3660  7  6  0.06182 -0.013007 0.16667
21797.647 4586.3660  6  7 -0.09188  0.019332 0.00104
21797.647 4586.3660  6  6 -0.03349  0.007047 0.03385
21797.647 4586.3660  6  5  0.01651 -0.003473 0.12760
21797.647 4586.3660  5  6 -0.11519  0.024237 0.00260
21797.647 4586.3660  5  5 -0.06519  0.013716 0.04010
21797.647 4586.3660  5  4 -0.02355  0.004956 0.09479
21797.647 4586.3660  4  5 -0.13327  0.028041 0.00417
21797.647 4586.3660  4  4 -0.09163  0.019281 0.04062
21797.647 4586.3660  4  3 -0.05835  0.012277 0.06771
21797.647 4586.3660  3  4 -0.14610  0.030741 0.00521
21797.647 4586.3660  3  3 -0.11281  0.023737 0.03646
21797.647 4586.3660  3  2 -0.08786  0.018486 0.04583
21797.647 4586.3660  2  3 -0.15366  0.032332 0.00521
21797.647 4586.3660  2  2 -0.12871  0.027081 0.02865
21797.647 4586.3660  2  1 -0.11208  0.023582 0.02865
21797.647 4586.3660  1  2 -0.15594  0.032811 0.00365
21797.647 4586.3660  1  1 -0.13931  0.029312 0.01823
21797.647 4586.3660  1  0 -0.13099  0.027563 0.01563
21760.877 4594.1158  9  8  0.16870 -0.035617 0.19792
21760.877 4594.1158  8  8  0.03401 -0.007180 0.01409
21760.877 4594.1158  8  7  0.09472 -0.019997 0.16300
21760.877 4594.1158  7  8 -0.08572  0.018097 0.00050
21760.877 4594.1158  7  7 -0.02501  0.005280 0.02329
21760.877 4594.1158  7  6  0.02806 -0.005924 0.13247
21760.877 4594.1158  6  7 -0.12977  0.027398 0.00122
21760.877 4594.1158  6  6 -0.07670  0.016194 0.02814
21760.877 4594.1158  6  5 -0.03126  0.006599 0.10606
21760.877 4594.1158  5  6 -0.16650  0.035152 0.00189
21760.877 4594.1158  5  5 -0.12105  0.025557 0.02917
21760.877 4594.1158  5  4 -0.08321  0.017568 0.08352
21760.877 4594.1158  4  5 -0.19588  0.041356 0.00227
21760.877 4594.1158  4  4 -0.15804  0.033366 0.02685
21760.877 4594.1158  4  3 -0.12779  0.026979 0.06463
21760.877 4594.1158  3  4 -0.21791  0.046005 0.00213
21760.877 4594.1158  3  3 -0.18765  0.039617 0.02154
21760.877 4594.1158  3  2 -0.16497  0.034829 0.04924
21760.877 4594.1158  2  3 -0.23255  0.049096 0.00133
21760.877 4594.1158  2  2 -0.20987  0.044308 0.01326
21760.877 4594.1158  2  1 -0.19475  0.041117 0.03750
21640.005 4619.7771  7  7  0.03143 -0.006711 0.20833
21640.005 4619.7771  7  6  0.08982 -0.019175 0.02604
21640.005 4619.7771  6  7 -0.04487  0.009578 0.02604
21640.005 4619.7771  6  6  0.01352 -0.002886 0.13542
21640.005 4619.7771  6  5  0.06352 -0.013561 0.04167
21640.005 4619.7771  5  6 -0.05188  0.011076 0.04167
21640.005 4619.7771  5  5 -0.00188  0.000401 0.08185
21640.005 4619.7771  5  4  0.03976 -0.008487 0.04836
21640.005 4619.7771  4  5 -0.05638  0.012036 0.04836
21640.005 4619.7771  4  4 -0.01474  0.003148 0.04464
21640.005 4619.7771  4  3  0.01854 -0.003959 0.04762
21640.005 4619.7771  3  4 -0.05834  0.012456 0.04762
21640.005 4619.7771  3  3 -0.02506  0.005349 0.02083
21640.005 4619.7771  3  2 -0.00010  0.000022 0.04092
21640.005 4619.7771  2  3 -0.05776  0.012331 0.04092
21640.005 4619.7771  2  2 -0.03280  0.007003 0.00744
21640.005 4619.7771  2  1 -0.01617  0.003453 0.02976
21640.005 4619.7771  1  2 -0.05460  0.011657 0.02976
21640.005 4619.7771  1  1 -0.03797  0.008107 0.00149
21640.005 4619.7771  1  0 -0.02966  0.006332 0.01563
21640.005 4619.7771  0  1 -0.04887  0.010434 0.01563
21618.351 4624.4045  5  5  0.11890 -0.025435 0.24750
21618.351 4624.4045  5  4  0.12016 -0.025704 0.09625
21618.351 4624.4045  4  5  0.00440 -0.000942 0.09625
21618.351 4624.4045  4  4  0.00566 -0.001211 0.06000
21618.351 4624.4045  4  3  0.00667 -0.001427 0.12500
21618.351 4624.4045  3  4 -0.08594  0.018383 0.12500
21618.351 4624.4045  3  3 -0.08493  0.018168 0.00000
21618.351 4624.4045  3  2 -0.08417  0.018006 0.09375
21618.351 4624.4045  2  3 -0.15363  0.032864 0.09375
21618.351 4624.4045  2  2 -0.15287  0.032702 0.06250
21568.124 4635.1738  8  8  0.09506 -0.020429 0.19560
21568.124 4635.1738  8  7  0.15577 -0.033477 0.01690
21568.124 4635.1738  7  8 -0.01387  0.002980 0.01690
21568.124 4635.1738  7  7  0.04684 -0.010067 0.14289
21568.124 4635.1738  7  6  0.09991 -0.021471 0.02771
21568.124 4635.1738  6  7 -0.04847  0.010417 0.02771
21568.124 4635.1738  6  6  0.00460 -0.000988 0.10165
21568.124 4635.1738  6  5  0.05004 -0.010755 0.03314
21568.124 4635.1738  5  6 -0.07710  0.016570 0.03314
21568.124 4635.1738  5  5 -0.03165  0.006803 0.07042
21568.124 4635.1738  5  4  0.00619 -0.001330 0.03394
21568.124 4635.1738  4  5 -0.09973  0.021434 0.03394
21568.124 4635.1738  4  4 -0.06189  0.013301 0.04778
21568.124 4635.1738  4  3 -0.03164  0.006799 0.03078
21568.124 4635.1738  3  4 -0.11636  0.025006 0.03078
21568.124 4635.1738  3  3 -0.08610  0.018504 0.03248
21568.124 4635.1738  3  2 -0.06342  0.013629 0.02424
21568.124 4635.1738  2  3 -0.12695  0.027283 0.02424
21568.124 4635.1738  2  2 -0.10427  0.022408 0.02367
21568.124 4635.1738  2  1 -0.08915  0.019160 0.01458
21568.124 4635.1738  1  2 -0.13150  0.028261 0.01458
21568.124 4635.1738  1  1 -0.11638  0.025012 0.02292
21516.043 4646.3937  5  6  0.16207 -0.034999 0.27083
21516.043 4646.3937  5  5  0.13338 -0.028803 0.06417
21516.043 4646.3937  5  4  0.10947 -0.023639 0.00875
21516.043 4646.3937  4  5  0.01888 -0.004076 0.16500
21516.043 4646.3937  4  4 -0.00503  0.001087 0.09281
21516.043 4646.3937  4  3 -0.02416  0.005218 0.02344
21516.043 4646.3937  3  4 -0.09663  0.020869 0.08594
21516.043 4646.3937  3  3 -0.11576  0.025000 0.09115
21516.043 4646.3937  3  2 -0.13011  0.028098 0.04167
21516.043 4646.3937  2  3 -0.18446  0.039836 0.03125
21516.043 4646.3937  2  2 -0.19881  0.042934 0.06250
21516.043 4646.3937  2  1 -0.20837  0.045000 0.06250
20794.922 4807.5226  9 10  0.05255 -0.012148 0.18750
20794.922 4807.5226  9  9  0.20799 -0.048084 0.01015
20794.922 4807.5226  9  8  0.34788 -0.080426 0.00027
20794.922 4807.5226  8  9  0.01809 -0.004182 0.15949
20794.922 4807.5226  8  8  0.15798 -0.036524 0.01695
20794.922 4807.5226  8  7  0.28234 -0.065273 0.00064
20794.922 4807.5226  7  8 -0.01082  0.002500 0.13457
20794.922 4807.5226  7  7  0.11354 -0.026249 0.02070
20794.922 4807.5226  7  6  0.22235 -0.051404 0.00098
20794.922 4807.5226  6  7 -0.03416  0.007898 0.11259
20794.922 4807.5226  6  6  0.07465 -0.017257 0.02168
20794.922 4807.5226  6  5  0.16791 -0.038819 0.00114
20794.922 4807.5226  5  6 -0.05195  0.012011 0.09341
20794.922 4807.5226  5  5  0.04131 -0.009551 0.02015
20794.922 4807.5226  5  4  0.11903 -0.027519 0.00103
20794.922 4807.5226  4  5 -0.06419  0.014840 0.07692
20794.922 4807.5226  4  4  0.01353 -0.003128 0.01623
20794.922 4807.5226  4  3  0.07571 -0.017503 0.00060
20794.922 4807.5226  3  4 -0.07087  0.016384 0.06310
20794.922 4807.5226  3  3 -0.00869  0.002010 0.00982
20794.922 4807.5226  2  3 -0.07199  0.016644 0.05208
20709.071 4827.4529  7  7  0.14559 -0.033939 0.20833
20709.071 4827.4529  7  6  0.20398 -0.047549 0.02604
20709.071 4827.4529  6  7  0.00406 -0.000946 0.02604
20709.071 4827.4529  6  6  0.06245 -0.014557 0.13542
20709.071 4827.4529  6  5  0.11245 -0.026212 0.04167
20709.071 4827.4529  5  6 -0.05887  0.013723 0.04167
20709.071 4827.4529  5  5 -0.00887  0.002067 0.08185
20709.071 4827.4529  5  4  0.03277 -0.007638 0.04836
20709.071 4827.4529  4  5 -0.10996  0.025634 0.04836
20709.071 4827.4529  4  4 -0.06833  0.015928 0.04464
20709.071 4827.4529  4  3 -0.03504  0.008169 0.04762
20709.071 4827.4529  3  4 -0.14921  0.034782 0.04762
20709.071 4827.4529  3  3 -0.11592  0.027022 0.02083
20709.071 4827.4529  3  2 -0.09096  0.021205 0.04092
20709.071 4827.4529  2  3 -0.17657  0.041162 0.04092
20709.071 4827.4529  2  2 -0.15162  0.035345 0.00744
20709.071 4827.4529  2  1 -0.13499  0.031468 0.02976
20709.071 4827.4529  1  2 -0.19206  0.044772 0.02976
20709.071 4827.4529  1  1 -0.17543  0.040895 0.00149
20709.071 4827.4529  1  0 -0.16712  0.038957 0.01563
20709.071 4827.4529  0  1 -0.19565  0.045608 0.01563
20691.098 4831.6462  6  6  0.08457 -0.019748 0.22569
20691.098 4831.6462  6  5  0.14891 -0.034774 0.04514
20691.098 4831.6462  5  6 -0.03773  0.008811 0.04514
20691.098 4831.6462  5  5  0.02662 -0.006215 0.11546
20691.098 4831.6462  5  4  0.08020 -0.018727 0.06857
20691.098 4831.6462  4  5 -0.07530  0.017583 0.06857
20691.098 4831.6462  4  4 -0.02172  0.005072 0.04527
20691.098 4831.6462  4  3  0.02111 -0.004931 0.07366
20691.098 4831.6462  3  4 -0.10325  0.024111 0.07366
20691.098 4831.6462  3  3 -0.06042  0.014108 0.00868
20691.098 4831.6462  3  2 -0.02831  0.006611 0.06349
20691.098 4831.6462  2  3 -0.12157  0.028388 0.06349
20691.098 4831.6462  2  2 -0.08946  0.020890 0.00050
20691.098 4831.6462  2  1 -0.06806  0.015893 0.04018
20691.098 4831.6462  1  2 -0.13022  0.030410 0.04018
20691.098 4831.6462  1  1 -0.10883  0.025413 0.02232
20687.769 4832.4237  5  5 -0.00270  0.000632 0.24750
20687.769 4832.4237  5  4  0.09080 -0.021211 0.09625
20687.769 4832.4237  4  5 -0.09357  0.021857 0.09625
20687.769 4832.4237  4  4 -0.00006  0.000014 0.06000
20687.769 4832.4237  4  3  0.07462 -0.017431 0.12500
20687.769 4832.4237  3  4 -0.07275  0.016995 0.12500
20687.769 4832.4237  3  3  0.00193 -0.000451 0.00000
20687.769 4832.4237  3  2  0.05787 -0.013519 0.09375
20687.769 4832.4237  2  3 -0.05259  0.012284 0.09375
20687.769 4832.4237  2  2  0.00335 -0.000783 0.06250
20550.386 4864.7298  5  6  0.00162 -0.000384 0.27083
20550.386 4864.7298  5  5  0.06597 -0.015617 0.06417
20550.386 4864.7298  5  4  0.11955 -0.028301 0.00875
20550.386 4864.7298  4  5 -0.02489  0.005893 0.16500
20550.386 4864.7298  4  4  0.02869 -0.006791 0.09281
20550.386 4864.7298  4  3  0.07152 -0.016930 0.02344
20550.386 4864.7298  3  4 -0.04401  0.010417 0.08594
20550.386 4864.7298  3  3 -0.00117  0.000277 0.09115
20550.386 4864.7298  3  2  0.03094 -0.007323 0.04167
20550.386 4864.7298  2  3 -0.05569  0.013184 0.03125
20550.386 4864.7298  2  2 -0.02358  0.005583 0.06250
20550.386 4864.7298  2  1 -0.00218  0.000517 0.06250
20505.049 4875.4859  6  7  0.07626 -0.018133 0.23437
20505.049 4875.4859  6  6  0.13465 -0.032015 0.03385
20505.049 4875.4859  6  5  0.18465 -0.043904 0.00260
20505.049 4875.4859  5  6  0.01235 -0.002936 0.16927
20505.049 4875.4859  5  5  0.06235 -0.014825 0.05320
20505.049 4875.4859  5  4  0.10398 -0.024724 0.00670
20505.049 4875.4859  4  5 -0.03957  0.009408 0.11607
20505.049 4875.4859  4  4  0.00207 -0.000492 0.06027
20505.049 4875.4859  4  3  0.03536 -0.008407 0.01116
20505.049 4875.4859  3  4 -0.07946  0.018894 0.07366
20505.049 4875.4859  3  3 -0.04618  0.010980 0.05729
20505.049 4875.4859  3  2 -0.02122  0.005046 0.01488
20505.049 4875.4859  2  3 -0.10733  0.025519 0.04092
20505.049 4875.4859  2  2 -0.08237  0.019586 0.04650
20505.049 4875.4859  2  1 -0.06574  0.015632 0.01674
20505.049 4875.4859  1  2 -0.12314  0.029279 0.01674
20505.049 4875.4859  1  1 -0.10651  0.025325 0.03013
20505.049 4875.4859  1  0 -0.09820  0.023348 0.01563
20479.548 4881.5569  7  8  0.12829 -0.030580 0.21250
20479.548 4881.5569  7  7  0.18900 -0.045051 0.02083
20479.548 4881.5569  7  6  0.24207 -0.057700 0.00104
20479.548 4881.5569  6  7  0.04747 -0.011315 0.16667
20479.548 4881.5569  6  6  0.10053 -0.023964 0.03385
20479.548 4881.5569  6  5  0.14598 -0.034796 0.00260
20479.548 4881.5569  5  6 -0.02078  0.004953 0.12760
20479.548 4881.5569  5  5  0.02467 -0.005879 0.04010
20479.548 4881.5569  5  4  0.06251 -0.014900 0.00417
20479.548 4881.5569  4  5 -0.07643  0.018218 0.09479
20479.548 4881.5569  4  4 -0.03859  0.009198 0.04062
20479.548 4881.5569  4  3 -0.00833  0.001986 0.00521
20479.548 4881.5569  3  4 -0.11946  0.028476 0.06771
20479.548 4881.5569  3  3 -0.08921  0.021264 0.03646
20479.548 4881.5569  3  2 -0.06653  0.015858 0.00521
20479.548 4881.5569  2  3 -0.14986  0.035723 0.04583
20479.548 4881.5569  2  2 -0.12718  0.030316 0.02865
20479.548 4881.5569  2  1 -0.11207  0.026713 0.00365
20479.548 4881.5569  1  2 -0.16762  0.039955 0.02865
20479.548 4881.5569  1  1 -0.15251  0.036352 0.01823
20479.548 4881.5569  0  1 -0.17272  0.041172 0.01563
19100.264 5234.0727  8  8 -0.05206  0.014267 0.19560
19100.264 5234.0727  8  7  0.05438 -0.014903 0.01690
19100.264 5234.0727  7  8 -0.13206  0.036190 0.01690
19100.264 5234.0727  7  7 -0.02562  0.007020 0.14289
19100.264 5234.0727  7  6  0.06752 -0.018503 0.02771
19100.264 5234.0727  6  7 -0.09562  0.026203 0.02771
19100.264 5234.0727  6  6 -0.00248  0.000679 0.10165
19100.264 5234.0727  6  5  0.07735 -0.021198 0.03314
19100.264 5234.0727  5  6 -0.06248  0.017122 0.03314
19100.264 5234.0727  5  5  0.01735 -0.004756 0.07042
19100.264 5234.0727  5  4  0.08388 -0.022986 0.03394
19100.264 5234.0727  4  5 -0.03265  0.008946 0.03394
19100.264 5234.0727  4  4  0.03388 -0.009285 0.04778
19100.264 5234.0727  4  3  0.08710 -0.023869 0.03078
19100.264 5234.0727  3  4 -0.00612  0.001677 0.03078
19100.264 5234.0727  3  3  0.04710 -0.012908 0.03248
19100.264 5234.0727  3  2  0.08702 -0.023847 0.02424
19100.264 5234.0727  2  3  0.01710 -0.004687 0.02424
19100.264 5234.0727  2  2  0.05702 -0.015626 0.02367
19100.264 5234.0727  2  1  0.08363 -0.022918 0.01458
19100.264 5234.0727  1  2  0.03702 -0.010145 0.01458
19100.264 5234.0727  1  1  0.06363 -0.017437 0.02292
19075.515 5240.8635  9  9  0.09683 -0.026604 0.18608
19075.515 5240.8635  9  8  0.14516 -0.039882 0.01184
19075.515 5240.8635  8  9  0.00323 -0.000888 0.01184
19075.515 5240.8635  8  8  0.05156 -0.014166 0.14557
19075.515 5240.8635  8  7  0.09452 -0.025968 0.01967
19075.515 5240.8635  7  8 -0.03164  0.008693 0.01967
19075.515 5240.8635  7  7  0.01132 -0.003110 0.11270
19075.515 5240.8635  7  6  0.04891 -0.013437 0.02388
19075.515 5240.8635  6  7 -0.06148  0.016892 0.02388
19075.515 5240.8635  6  6 -0.02389  0.006565 0.08667
19075.515 5240.8635  6  5  0.00833 -0.002287 0.02486
19075.515 5240.8635  5  6 -0.08629  0.023709 0.02486
19075.515 5240.8635  5  5 -0.05407  0.014857 0.06677
19075.515 5240.8635  5  4 -0.02723  0.007480 0.02295
19075.515 5240.8635  4  5 -0.10607  0.029144 0.02295
19075.515 5240.8635  4  4 -0.07923  0.021767 0.05245
19075.515 5240.8635  4  3 -0.05775  0.015866 0.01836
19075.515 5240.8635  3  4 -0.12083  0.033197 0.01836
