31403.784 3183.4090  7  6  0.02504 -0.002538 0.23437
31403.784 3183.4090  6  6 -0.04286  0.004345 0.03385
31403.784 3183.4090  6  5  0.02149 -0.002178 0.16927
31403.784 3183.4090  5  6 -0.10106  0.010245 0.00260
31403.784 3183.4090  5  5 -0.03671  0.003722 0.05320
31403.784 3183.4090  5  4  0.01687 -0.001710 0.11607
31403.784 3183.4090  4  5 -0.08521  0.008638 0.00670
31403.784 3183.4090  4  4 -0.03163  0.003207 0.06027
31403.784 3183.4090  4  3  0.01120 -0.001136 0.07366
31403.784 3183.4090  3  4 -0.07043  0.007140 0.01116
31403.784 3183.4090  3  3 -0.02760  0.002798 0.05729
31403.784 3183.4090  3  2  0.00451 -0.000457 0.04092
31403.784 3183.4090  2  3 -0.05670  0.005748 0.01488
31403.784 3183.4090  2  2 -0.02459  0.002493 0.04650
31403.784 3183.4090  2  1 -0.00319  0.000324 0.01674
31403.784 3183.4090  1  2 -0.04399  0.004459 0.01674
31403.784 3183.4090  1  1 -0.02259  0.002290 0.03013
31403.784 3183.4090  0  1 -0.03229  0.003274 0.01563
31398.348 3183.9601  8  7 -0.01862  0.001888 0.21250
31398.348 3183.9601  7  7 -0.06102  0.006187 0.02083
31398.348 3183.9601  7  6 -0.00263  0.000267 0.16667
31398.348 3183.9601  6  7 -0.09812  0.009950 0.00104
31398.348 3183.9601  6  6 -0.03973  0.004029 0.03385
31398.348 3183.9601  6  5  0.01027 -0.001042 0.12760
31398.348 3183.9601  5  6 -0.07153  0.007254 0.00260
31398.348 3183.9601  5  5 -0.02153  0.002183 0.04010
31398.348 3183.9601  5  4  0.02011 -0.002039 0.09479
31398.348 3183.9601  4  5 -0.04803  0.004871 0.00417
31398.348 3183.9601  4  4 -0.00639  0.000648 0.04062
31398.348 3183.9601  4  3  0.02689 -0.002727 0.06771
31398.348 3183.9601  3  4 -0.02759  0.002798 0.00521
31398.348 3183.9601  3  3  0.00569 -0.000577 0.03646
31398.348 3183.9601  3  2  0.03065 -0.003108 0.04583
31398.348 3183.9601  2  3 -0.01021  0.001035 0.00521
31398.348 3183.9601  2  2  0.01475 -0.001495 0.02865
31398.348 3183.9601  2  1  0.03138 -0.003182 0.02865
31398.348 3183.9601  1  2  0.00415 -0.000420 0.00365
31398.348 3183.9601  1  1  0.02078 -0.002107 0.01823
31398.348 3183.9601  1  0  0.02909 -0.002950 0.01563
31397.822 3184.0135  6  5  0.07776 -0.007886 0.27083
31397.822 3184.0135  5  5 -0.04284  0.004344 0.06417
31397.822 3184.0135  5  4  0.05067 -0.005139 0.16500
31397.822 3184.0135  4  5 -0.14334  0.014536 0.00875
31397.822 3184.0135  4  4 -0.04983  0.005053 0.09281
31397.822 3184.0135  4  3  0.02485 -0.002521 0.08594
31397.822 3184.0135  3  4 -0.13023  0.013207 0.02344
31397.822 3184.0135  3  3 -0.05555  0.005633 0.09115
31397.822 3184.0135  3  2  0.00040 -0.000040 0.03125
