transition,T_e,n_e,gamma_W,gamma_d
310.4900,10000,1.000e+17,0.00261,-0.000628
310.4900,20000,1.000e+17,0.00538,-0.00136
310.4900,50000,1.000e+17,0.0095,-0.00279
310.4900,100000,1.000e+17,0.0118,-0.00391
310.4900,150000,1.000e+17,0.0128,-0.00445
310.4900,200000,1.000e+17,0.0134,-0.00482
