transition,T_e,n_e,gamma_W,gamma_d
2198.7500,50000,1.000e+17,94.3,48.1
2119.8100,5000,1.000e+17,119.0,-4.32
2119.8100,10000,1.000e+17,103.0,6.36
2119.8100,20000,1.000e+17,99.0,28.4
2119.8100,30000,1.000e+17,97.4,38.3
2119.8100,40000,1.000e+17,92.6,39.9
2119.8100,50000,1.000e+17,89.0,47.1
365.0600,5000,1.000e+17,1.51,0.256
365.0600,10000,1.000e+17,1.42,0.255
365.0600,20000,1.000e+17,1.24,0.225
365.0600,30000,1.000e+17,1.13,0.211
365.0600,40000,1.000e+17,1.06,0.2
365.0600,50000,1.000e+17,1.02,0.188
453.4400,5000,1.000e+17,1.68,0.6
453.4400,10000,1.000e+17,1.18,0.46
453.4400,20000,1.000e+17,0.879,0.412
453.4400,30000,1.000e+17,0.782,0.413
453.4400,40000,1.000e+17,0.745,0.403
453.4400,50000,1.000e+17,0.733,0.371
443.7500,5000,1.000e+17,2.28,0.323
443.7500,10000,1.000e+17,2.13,0.335
443.7500,20000,1.000e+17,1.85,0.291
443.7500,30000,1.000e+17,1.69,0.266
443.7500,40000,1.000e+17,1.59,0.25
443.7500,50000,1.000e+17,1.51,0.234
434.1900,5000,1.000e+17,3.69,0.266
434.1900,10000,1.000e+17,2.98,0.209
434.1900,20000,1.000e+17,2.42,0.193
434.1900,30000,1.000e+17,2.15,0.191
434.1900,40000,1.000e+17,1.97,0.183
434.1900,50000,1.000e+17,1.85,0.175
279.6000,5000,1.000e+17,1.67,-0.331
279.6000,10000,1.000e+17,1.44,-0.441
279.6000,20000,1.000e+17,1.3,-0.578
279.6000,30000,1.000e+17,1.18,-0.597
279.6000,40000,1.000e+17,1.12,-0.593
279.6000,50000,1.000e+17,1.05,-0.562
581.5300,5000,1.000e+17,2.85,0.892
581.5300,10000,1.000e+17,2.0,0.683
581.5300,20000,1.000e+17,1.48,0.607
581.5300,30000,1.000e+17,1.31,0.601
581.5300,40000,1.000e+17,1.25,0.584
581.5300,50000,1.000e+17,1.22,0.534
1043.6500,5000,1.000e+17,32.1,-1.91
1043.6500,10000,1.000e+17,27.4,-1.33
1043.6500,20000,1.000e+17,25.4,-0.532
1043.6500,30000,1.000e+17,24.1,0.206
1043.6500,40000,1.000e+17,23.1,0.254
1043.6500,50000,1.000e+17,21.9,0.629
468.3600,5000,1.000e+17,0.679,-0.191
468.3600,10000,1.000e+17,0.473,-0.145
468.3600,20000,1.000e+17,0.339,-0.124
468.3600,30000,1.000e+17,0.289,-0.13
468.3600,40000,1.000e+17,0.265,-0.136
468.3600,50000,1.000e+17,0.254,-0.142
381.5500,5000,1.000e+17,0.497,-0.0891
381.5500,10000,1.000e+17,0.346,-0.067
381.5500,20000,1.000e+17,0.244,-0.0547
381.5500,30000,1.000e+17,0.205,-0.0539
381.5500,40000,1.000e+17,0.186,-0.0595
381.5500,50000,1.000e+17,0.176,-0.0631
190.6000,5000,1.000e+17,0.383,-0.163
190.6000,10000,1.000e+17,0.327,-0.224
190.6000,20000,1.000e+17,0.304,-0.259
190.6000,30000,1.000e+17,0.284,-0.251
190.6000,40000,1.000e+17,0.276,-0.239
190.6000,50000,1.000e+17,0.27,-0.228
190.8700,5000,1.000e+17,0.505,-0.0908
190.8700,10000,1.000e+17,0.399,-0.158
190.8700,20000,1.000e+17,0.355,-0.255
190.8700,30000,1.000e+17,0.347,-0.297
190.8700,40000,1.000e+17,0.329,-0.3
190.8700,50000,1.000e+17,0.314,-0.3
157.7000,5000,1.000e+17,1.03,-0.565
157.7000,10000,1.000e+17,0.953,-0.843
157.7000,20000,1.000e+17,0.873,-0.947
157.7000,30000,1.000e+17,0.804,-0.924
157.7000,40000,1.000e+17,0.777,-0.877
157.7000,50000,1.000e+17,0.632,-0.905
1388.7000,5000,1.000e+17,26.6,-11.6
1388.7000,10000,1.000e+17,21.6,-13.8
1388.7000,20000,1.000e+17,19.4,-15.3
1388.7000,30000,1.000e+17,18.3,-14.9
1388.7000,40000,1.000e+17,17.9,-14.2
1388.7000,50000,1.000e+17,17.8,-13.3
1112.7100,5000,1.000e+17,22.1,-5.35
1112.7100,10000,1.000e+17,17.0,-7.13
1112.7100,20000,1.000e+17,14.9,-10.3
1112.7100,30000,1.000e+17,14.5,-11.7
1112.7100,40000,1.000e+17,13.9,-11.7
1112.7100,50000,1.000e+17,13.5,-11.5
499.8700,5000,1.000e+17,11.4,-6.14
499.8700,10000,1.000e+17,10.3,-8.82
499.8700,20000,1.000e+17,9.34,-9.84
499.8700,30000,1.000e+17,8.63,-9.61
499.8700,40000,1.000e+17,8.36,-9.11
499.8700,50000,1.000e+17,6.93,-9.36
