transition,T_e,n_e,gamma_W,gamma_d
703.3000,20000,1.000e+17,0.416,0.0879
703.3000,50000,1.000e+17,0.508,0.141
703.3000,100000,1.000e+17,0.568,0.174
703.3000,150000,1.000e+17,0.591,0.192
703.3000,200000,1.000e+17,0.604,0.207
703.3000,300000,1.000e+17,0.615,0.226
