wavelength,intensity
243.78943,3.1795213e+11
243.84216,3.30933e+11
243.8949,3.6530314e+11
243.94763,3.9490784e+11
244.00037,3.842905e+11
244.05309,3.18046e+11
244.1058,2.2759403e+11
244.15851,1.5966233e+11
244.21121,1.3740381e+11
244.26392,1.6599296e+11
244.3166,2.4930807e+11
244.36931,3.868024e+11
244.42198,5.5976244e+11
244.47467,7.26858e+11
244.52734,8.3218557e+11
244.58002,8.318574e+11
244.63268,7.312926e+11
244.68533,5.8723526e+11
244.73799,4.5449324e+11
244.79065,3.474531e+11
244.84329,2.5936816e+11
244.89594,1.9148626e+11
244.94856,1.5186264e+11
245.00119,1.3295751e+11
245.05382,1.0947156e+11
245.10645,6.4761307e+10
245.15906,8.057879e+09
245.21165,-3.346879e+10
245.26427,-4.071676e+10
245.31686,-1.6893351e+10
245.36946,2.3259339e+10
245.42204,6.0243583e+10
245.47464,7.639724e+10
245.5272,7.243143e+10
245.57979,6.2738604e+10
245.63235,5.8896765e+10
245.68492,7.37242e+10
245.73747,1.1711066e+11
245.79002,1.810528e+11
245.84258,2.5096412e+11
245.89513,3.1654478e+11
245.94766,3.662132e+11
246.0002,3.9938435e+11
246.05272,4.3716444e+11
246.10524,4.9688632e+11
246.15776,5.62283e+11
246.21028,5.92286e+11
246.26279,5.612574e+11
246.31529,4.8646678e+11
246.36778,4.1307242e+11
246.42027,3.7554923e+11
246.47276,3.7246068e+11
246.52525,3.7839215e+11
246.57773,3.778876e+11
246.6302,3.7170394e+11
246.68266,3.5453102e+11
246.73514,3.1256776e+11
246.78758,2.4536557e+11
246.84004,1.794074e+11
246.89249,1.4952718e+11
246.94493,1.6048565e+11
246.99738,1.8478624e+11
247.0498,1.9931041e+11
247.10223,2.0198007e+11
247.15465,1.986662e+11
247.20706,1.967375e+11
247.25948,2.0622483e+11
247.31189,2.252834e+11
247.36429,2.3432536e+11
247.41669,2.2007823e+11
247.46907,1.9131087e+11
247.52147,1.645351e+11
247.57384,1.506105e+11
247.62622,1.6206637e+11
247.67859,2.2229898e+11
247.73096,3.5626205e+11
247.78333,5.663869e+11
247.83568,8.105855e+11
247.88803,1.02397916e+12
247.94037,1.2602274e+12
247.99272,8.9992076e+11
248.04506,6.592049e+11
248.09738,4.9713896e+11
248.1497,4.2070134e+11
248.20203,4.4778055e+11
248.25435,5.337953e+11
248.30666,6.187823e+11
248.35896,6.491617e+11
248.41127,6.0062433e+11
248.46356,4.9088532e+11
248.51585,3.663278e+11
248.56813,2.7328602e+11
248.62042,2.3515852e+11
248.6727,2.4512261e+11
248.72496,2.8277663e+11
248.77722,3.4056e+11
248.82948,4.254425e+11
248.88174,5.3852615e+11
248.93399,6.703083e+11
248.98624,8.0856016e+11
249.03848,9.311177e+11
249.09071,1.0096205e+12
249.14294,1.042728e+12
249.19518,1.06928774e+12
249.24739,1.1150349e+12
249.2996,1.239872e+12
249.35182,1.3335944e+12
249.40402,1.6291866e+12
249.45622,1.04228874e+12
249.50842,4.371075e+11
249.56061,2.845951e+11
249.6128,1.9571848e+11
249.66498,1.635598e+11
249.71715,2.009166e+11
249.76932,2.7884995e+11
249.82149,3.771084e+11
249.87364,4.6717954e+11
249.9258,5.131427e+11
249.97795,4.9214384e+11
250.03009,4.1731945e+11
250.08223,3.343658e+11
250.13437,2.8681575e+11
250.1865,2.8644717e+11
250.23862,3.1916173e+11
250.29074,3.6645785e+11
250.34285,4.121425e+11
250.39496,4.398292e+11
