wavelength,intensity
243.78943,3.433618e+11
243.84216,3.5402066e+11
243.8949,3.858753e+11
243.94763,4.157436e+11
244.00037,4.0293145e+11
244.05309,3.2450095e+11
244.1058,2.086648e+11
244.15851,1.0903399e+11
244.21121,6.4057643e+10
244.26392,8.789681e+10
244.3166,1.8449467e+11
244.36931,3.5459216e+11
244.42198,5.749057e+11
244.47467,7.811082e+11
244.52734,8.992165e+11
244.58002,8.9952505e+11
244.63268,8.045043e+11
244.68533,6.6077006e+11
244.73799,5.125214e+11
244.79065,3.8403857e+11
244.84329,2.773477e+11
244.89594,1.8660229e+11
244.94856,1.1403615e+11
245.00119,6.6276573e+10
245.05382,4.0259084e+10
245.10645,2.182685e+10
245.15906,-7.128654e+08
245.21165,-2.1798654e+10
245.26427,-2.5341417e+10
245.31686,-5.738151e+09
245.36946,2.8794147e+10
245.42204,6.5413624e+10
245.47464,8.837814e+10
245.5272,8.559795e+10
245.57979,6.2214476e+10
245.63235,3.9435174e+10
245.68492,4.193976e+10
245.73747,8.336348e+10
245.79002,1.5874436e+11
245.84258,2.5092157e+11
245.89513,3.364333e+11
245.94766,3.9351832e+11
246.0002,4.2198824e+11
246.05272,4.4997588e+11
246.10524,5.0442063e+11
246.15776,5.739861e+11
246.21028,6.1181185e+11
246.26279,5.846582e+11
246.31529,5.1407258e+11
246.36778,4.5026106e+11
246.42027,4.1957255e+11
246.47276,4.158444e+11
246.52525,4.217431e+11
246.57773,4.2213405e+11
246.6302,4.0738272e+11
246.68266,3.7441946e+11
246.73514,3.240615e+11
246.78758,2.6205813e+11
246.84004,2.0595288e+11
246.89249,1.7751102e+11
246.94493,1.8181785e+11
246.99738,2.028872e+11
247.0498,2.2124965e+11
247.10223,2.2922794e+11
247.15465,2.2953101e+11
247.20706,2.2994993e+11
247.25948,2.3901343e+11
247.31189,2.532723e+11
247.36429,2.5459566e+11
247.41669,2.3117062e+11
247.46907,1.9491326e+11
247.52147,1.6677849e+11
247.57384,1.5443054e+11
247.62622,1.6208105e+11
247.67859,2.117039e+11
247.73096,3.356103e+11
247.78333,5.4427078e+11
247.83568,7.9812126e+11
247.88803,1.03307936e+12
247.94037,1.3744666e+12
247.99272,9.4632215e+11
248.04506,7.01704e+11
248.09738,5.0821818e+11
248.1497,4.2247366e+11
248.20203,4.4701273e+11
248.25435,5.393858e+11
248.30666,6.369587e+11
248.35896,6.82029e+11
248.41127,6.486994e+11
248.46356,5.5137495e+11
248.51585,4.287534e+11
248.56813,3.246035e+11
248.62042,2.7165647e+11
248.6727,2.7527027e+11
248.72496,3.1694632e+11
248.77722,3.8042475e+11
248.82948,4.6534554e+11
248.88174,5.738239e+11
248.93399,6.995353e+11
248.98624,8.3151926e+11
249.03848,9.535715e+11
249.09071,1.04501694e+12
249.14294,1.0996925e+12
249.19518,1.1445685e+12
249.24739,1.2232532e+12
249.2996,1.3433641e+12
249.35182,1.4490936e+12
249.40402,1.8219889e+12
249.45622,1.1968077e+12
249.50842,4.3118274e+11
249.56061,2.9538278e+11
249.6128,2.2112854e+11
249.66498,1.8239347e+11
249.71715,2.1915794e+11
249.76932,3.0055468e+11
249.82149,4.0281584e+11
249.87364,4.938912e+11
249.9258,5.3722477e+11
249.97795,5.322277e+11
250.03009,4.268934e+11
250.08223,3.3849075e+11
250.13437,2.9412278e+11
250.1865,3.0457587e+11
250.23862,3.4875995e+11
250.29074,4.0274402e+11
250.34285,4.4953462e+11
250.39496,4.750132e+11
250.44707,4.7757446e+11
250.49916,4.858861e+11
250.55125,5.0164534e+11
250.60335,7.046906e+11
250.65544,9.596045e+11
250.70752,1.2080458e+12
250.75958,1.5711186e+12
250.81166,1.33527e+12
250.86372,8.490139e+11
250.91579,4.8102044e+11
250.96783,5.3232252e+11
251.01988,5.19889e+11
251.07193,5.907915e+11
251.12396,7.223227e+11
251.176,8.794623e+11
251.22803,1.0251249e+12
251.28006,1.1200569e+12
251.33208,1.1103957e+12
251.3841,1.1076222e+12
251.4361,1.4852371e+12
251.4881,2.1540371e+12
251.5401,2.8226295e+12
251.59209,3.166604e+12
251.64409,3.52824e+12
251.69606,4.0907036e+12
251.74805,3.2470134e+12
251.80002,1.6091782e+12
251.85199,1.1905822e+12
251.90395,1.4392291e+12
251.95592,1.373883e+12
252.00786,1.4958952e+12
252.05981,1.1400867e+12
252.11176,7.621936e+11
252.1637,7.110461e+11
252.21562,8.585035e+11
252.26756,9.8036475e+11
252.31949,1.1682365e+12
252.3714,1.3875696e+12
252.42331,1.6155045e+12
252.47522,1.7855489e+12
252.52713,2.0925119e+12
252.57903,1.8472455e+12
252.63092,1.8073547e+12
252.6828,1.8022315e+12
252.7347,1.7912617e+12
252.78658,2.014875e+12
252.83844,2.3254197e+12
252.8903,2.6238056e+12
252.94217,2.606308e+12
252.99403,2.0600353e+12
253.04588,1.5264618e+12
253.09773,1.03577675e+12
253.14958,6.1194155e+11
253.20142,4.6041098e+11
253.25325,4.8205405e+11
253.30508,5.653742e+11
253.3569,7.127556e+11
253.40872,8.718682e+11
253.46054,1.04154615e+12
253.51234,9.92169e+11
253.56415,9.78848e+11
253.61595,9.6730494e+11
253.66774,1.02377e+12
253.71953,1.1395499e+12
253.77132,1.2603614e+12
253.82309,1.3870244e+12
253.87486,1.4181783e+12
253.92664,1.6893333e+12
253.9784,2.0254534e+12
254.03015,1.8457927e+12
254.08191,1.5781825e+12
254.13365,1.6674207e+12
254.1854,1.6677292e+12
254.23714,1.7520575e+12
254.28888,1.7090074e+12
254.3406,1.1219955e+12
254.39232,5.77999e+11
254.44405,5.85161e+11
254.49576,4.788298e+11
254.54747,4.3579497e+11
254.59917,4.319591e+11
254.65086,4.4835484e+11
254.70256,4.4082872e+11
254.75424,4.4550436e+11
254.80594,4.7842296e+11
254.8576,5.304916e+11
254.90929,6.9538244e+11
254.96095,8.870877e+11
255.01262,1.0702031e+12
255.06427,9.2482876e+11
255.11594,6.953033e+11
255.16757,4.6762226e+11
255.21922,2.7434512e+11
255.27086,1.1016146e+11
255.3225,1.6531454e+10
255.37413,-1.9851174e+10
255.42575,-3.3656543e+10
255.47737,-2.9643635e+10
255.52898,-1.6676432e+10
255.58058,-1.729205e+09
255.63219,1.0351181e+10
255.68379,1.8150484e+10
255.73538,2.5022943e+10
255.78697,3.838255e+10
255.83856,6.458167e+10
255.89014,1.0440236e+11
255.94171,1.5330094e+11
255.99329,2.0611575e+11
256.04483,2.6478397e+11
256.0964,3.3673544e+11
256.14795,4.3167082e+11
256.1995,5.684549e+11
256.25104,9.963985e+11
256.30258,1.43606e+12
256.35413,1.9674245e+12
256.40564,1.9008284e+12
256.45718,1.4801241e+12
256.5087,9.3186995e+11
256.5602,5.2893352e+11
256.61172,6.097625e+11
256.6632,5.689681e+11
256.71472,5.3497876e+11
256.7662,4.8943055e+11
256.81772,4.3260674e+11
256.8692,3.1061796e+11
256.92065,1.949272e+11
256.97214,1.0146892e+11
257.02362,4.4528407e+10
257.07507,4.279646e+10
257.12653,4.838552e+10
257.17798,4.5063483e+10
257.22943,2.7064803e+10
257.28088,1.0199826e+10
257.33234,1.6812232e+09
257.38376,6.444723e+10
257.43518,1.3996209e+11
257.4866,2.2559731e+11
257.53802,3.0992695e+11
257.58945,3.5796818e+11
257.64087,3.8990673e+11
257.69226,3.9522343e+11
257.74365,3.8990335e+11
257.79504,3.0463577e+11
257.84644,2.24177e+11
257.89783,1.4370344e+11
257.94922,7.479176e+10
258.00058,1.9409228e+10
258.05197,8.5004293e+09
258.10333,1.5682497e+10
258.1547,4.0551064e+10
258.20602,7.769869e+10
258.2574,1.2195361e+11
258.30875,1.6086404e+11
258.36008,2.2354326e+11
258.4114,1.9693307e+11
258.46274,1.1949355e+11
258.51407,2.4982774e+11
258.56537,6.061677e+11
258.6167,9.0695886e+11
258.668,1.220828e+12
258.71933,1.07742187e+12
258.77063,3.7734944e+11
258.8219,7.293092e+10
258.8732,1.1337909e+11
258.9245,4.328337e+10
258.97577,7.9296046e+09
259.02704,-3.141123e+09
259.0783,4.356893e+10
259.12958,1.2013991e+11
259.18085,2.3679266e+11
259.2321,3.4907865e+11
259.28336,4.487978e+11
259.3346,4.8117193e+11
259.38583,4.8176615e+11
259.43707,4.1232777e+11
259.4883,2.9816213e+11
259.53952,1.9047249e+11
259.59076,8.41823e+10
259.64197,9.29921e+10
259.69318,1.5445552e+11
259.7444,3.297066e+11
259.7956,7.5748586e+11
259.84677,1.4599381e+12
259.89798,2.3922748e+12
259.94916,3.3812937e+12
260.00034,3.47662e+12
260.0515,3.0245934e+12
260.1027,1.6889045e+12
