wavelength,intensity
243.78943,3.134003e+11
243.84216,3.5425062e+11
243.8949,4.5332234e+11
243.94763,5.5127094e+11
244.00037,5.801942e+11
244.05309,5.0328794e+11
244.1058,3.5105656e+11
244.15851,1.9817159e+11
244.21121,1.0246449e+11
244.26392,8.199017e+10
244.3166,1.4080224e+11
244.36931,2.8519835e+11
244.42198,5.0020545e+11
244.47467,7.303187e+11
244.52734,9.019145e+11
244.58002,9.627696e+11
244.63268,9.081889e+11
244.68533,7.745281e+11
244.73799,6.091927e+11
244.79065,4.4598654e+11
244.84329,2.9813106e+11
244.89594,1.7711761e+11
244.94856,1.0162103e+11
245.00119,7.375189e+10
245.05382,6.6031477e+10
245.10645,4.548607e+10
245.15906,4.6635633e+09
245.21165,-3.489529e+10
245.26427,-4.5804007e+10
245.31686,-1.996852e+10
245.36946,2.6393098e+10
245.42204,6.887271e+10
245.47464,9.111094e+10
245.5272,8.8717e+10
245.57979,6.978815e+10
245.63235,5.8001265e+10
245.68492,8.4894245e+10
245.73747,1.6450101e+11
245.79002,2.8056853e+11
245.84258,4.0687514e+11
245.89513,5.2167433e+11
245.94766,6.013287e+11
246.0002,6.523338e+11
246.05272,6.77446e+11
246.10524,7.611173e+11
246.15776,8.798485e+11
246.21028,1.0105595e+12
246.26279,9.4289874e+11
246.31529,8.492537e+11
246.36778,7.4664385e+11
246.42027,6.860947e+11
246.47276,6.724451e+11
246.52525,6.8034036e+11
246.57773,6.820114e+11
246.6302,6.588824e+11
246.68266,6.1267916e+11
246.73514,5.096688e+11
246.78758,4.0016645e+11
246.84004,3.064816e+11
246.89249,2.6498584e+11
246.94493,2.8332625e+11
246.99738,3.3490584e+11
247.0498,3.850003e+11
247.10223,4.1121913e+11
247.15465,4.1103973e+11
247.20706,4.0350397e+11
247.25948,4.0456667e+11
247.31189,4.4233415e+11
247.36429,4.6531445e+11
247.41669,4.2541207e+11
247.46907,3.5925046e+11
247.52147,2.9160564e+11
247.57384,2.2918994e+11
247.62622,1.9842848e+11
247.67859,1.8495824e+11
247.73096,2.2157799e+11
247.78333,3.234096e+11
247.83568,4.7645403e+11
247.88803,6.3631275e+11
247.94037,8.1699484e+11
247.99272,7.814389e+11
248.04506,7.314243e+11
248.09738,6.6895295e+11
248.1497,6.33423e+11
248.20203,6.716762e+11
248.25435,8.302202e+11
248.30666,1.0097809e+12
248.35896,1.1659522e+12
248.41127,1.2157994e+12
248.46356,1.0150172e+12
248.51585,7.657811e+11
248.56813,5.786916e+11
248.62042,3.9975875e+11
248.6727,4.5422828e+11
248.72496,5.0454158e+11
248.77722,5.961364e+11
248.82948,7.1234204e+11
248.88174,8.835956e+11
248.93399,1.0697167e+12
248.98624,1.2450063e+12
249.03848,1.4670355e+12
249.09071,1.729316e+12
249.14294,1.6520038e+12
249.19518,1.6274835e+12
249.24739,1.5888274e+12
249.2996,1.5210494e+12
249.35182,1.7613814e+12
249.40402,2.1870079e+12
249.45622,1.6292795e+12
249.50842,6.0929e+11
249.56061,1.6316272e+11
249.6128,2.3471206e+11
249.66498,2.0197866e+11
249.71715,2.4659816e+11
249.76932,3.5078255e+11
249.82149,4.9217995e+11
249.87364,6.464087e+11
249.9258,7.396213e+11
249.97795,7.891831e+11
250.03009,5.717202e+11
250.08223,3.365807e+11
250.13437,3.484201e+11
250.1865,4.031507e+11
250.23862,4.5598648e+11
250.29074,5.1790696e+11
250.34285,5.6856347e+11
250.39496,5.867999e+11
250.44707,5.7303564e+11
250.49916,5.0991864e+11
250.55125,3.877168e+11
250.60335,4.0833833e+11
250.65544,7.577161e+11
250.70752,1.06339775e+12
250.75958,1.3239416e+12
250.81166,1.1946637e+12
250.86372,6.64786e+11
250.91579,2.4726911e+11
250.96783,1.8385288e+11
251.01988,2.4003063e+11
251.07193,3.5586726e+11
251.12396,5.3938976e+11
251.176,7.277954e+11
251.22803,9.0582824e+11
251.28006,9.5203315e+11
251.33208,8.7202306e+11
251.3841,7.652886e+11
251.4361,1.0783943e+12
251.4881,1.6233145e+12
251.5401,2.1446947e+12
251.59209,2.3374875e+12
251.64409,2.500297e+12
251.69606,2.9946861e+12
251.74805,2.5785475e+12
251.80002,1.3939893e+12
251.85199,9.3443916e+11
251.90395,1.09382736e+12
251.95592,1.1738403e+12
252.00786,1.3664535e+12
252.05981,1.1039094e+12
252.11176,6.8500875e+11
252.1637,6.629188e+11
252.21562,8.842992e+11
252.26756,1.0387802e+12
252.31949,1.2228445e+12
252.3714,1.4851673e+12
252.42331,1.7399448e+12
252.47522,1.9498535e+12
252.52713,2.2336674e+12
252.57903,2.1976588e+12
252.63092,2.1746339e+12
252.6828,2.1238705e+12
252.7347,1.9723463e+12
252.78658,1.8114655e+12
252.83844,2.126819e+12
252.8903,2.3742975e+12
252.94217,2.595575e+12
252.99403,2.4814415e+12
253.04588,2.0006179e+12
253.09773,1.4146133e+12
253.14958,7.714786e+11
253.20142,5.349437e+11
253.25325,5.669663e+11
253.30508,6.381338e+11
253.3569,8.6079675e+11
253.40872,1.1688623e+12
253.46054,1.5498125e+12
253.51234,1.5667483e+12
253.56415,1.418027e+12
253.61595,1.2930563e+12
253.66774,1.4223534e+12
253.71953,1.5414652e+12
253.77132,1.6905334e+12
253.82309,1.753033e+12
253.87486,1.7544076e+12
253.92664,1.9603464e+12
253.9784,2.2927455e+12
254.03015,1.9687866e+12
254.08191,1.319897e+12
254.13365,1.1465379e+12
254.1854,1.1826667e+12
254.23714,1.1006991e+12
254.28888,9.708132e+11
254.3406,8.596627e+11
254.39232,7.588291e+11
254.44405,7.083551e+11
254.49576,6.56368e+11
254.54747,6.126668e+11
254.59917,6.325427e+11
254.65086,6.518785e+11
254.70256,6.521059e+11
254.75424,6.514806e+11
254.80594,6.300662e+11
254.8576,6.505147e+11
254.90929,9.573104e+11
254.96095,1.2862486e+12
255.01262,1.5676233e+12
255.06427,1.5120478e+12
255.11594,1.1225154e+12
255.16757,7.504127e+11
255.21922,3.8537537e+11
255.27086,1.11524086e+11
255.3225,1.7800827e+10
255.37413,-1.0907362e+10
255.42575,-3.393325e+10
255.47737,-2.9787718e+10
255.52898,-1.0934006e+10
255.58058,1.2900408e+10
255.63219,2.9746899e+10
255.68379,3.0324234e+10
255.73538,1.6876288e+10
255.78697,1.9723457e+09
255.83856,-9.742347e+08
255.89014,1.6860495e+10
255.94171,6.021566e+10
255.99329,1.3052512e+11
256.04483,2.1926353e+11
256.0964,3.5311806e+11
256.14795,4.9908646e+11
256.1995,6.223938e+11
256.25104,1.07207754e+12
256.30258,1.664938e+12
256.35413,2.1923303e+12
256.40564,2.0517387e+12
256.45718,1.453183e+12
256.5087,8.7465224e+11
256.5602,4.6811546e+11
256.61172,4.3222837e+11
256.6632,5.3475738e+11
256.71472,5.750093e+11
256.7662,6.100393e+11
256.81772,5.379689e+11
256.8692,3.9442576e+11
256.92065,2.8758603e+11
256.97214,1.9134172e+11
257.02362,1.5436307e+11
257.07507,1.7392456e+11
257.12653,1.9564723e+11
257.17798,2.328399e+11
257.22943,1.790605e+11
257.28088,1.2133479e+11
257.33234,7.498599e+10
257.38376,1.6311907e+11
257.43518,2.8949692e+11
257.4866,4.15772e+11
257.53802,5.4455003e+11
257.58945,5.735889e+11
257.64087,5.9347966e+11
257.69226,6.038661e+11
257.74365,6.080478e+11
257.79504,5.1552354e+11
257.84644,4.3027785e+11
257.89783,3.3069626e+11
257.94922,2.2063148e+11
258.00058,1.0183915e+11
258.05197,6.7622797e+10
258.10333,6.5194648e+10
258.1547,9.899065e+10
258.20602,1.6546064e+11
258.2574,2.766309e+11
258.30875,3.759293e+11
258.36008,5.311715e+11
258.4114,4.2873147e+11
258.46274,2.8180506e+11
258.51407,4.2209952e+11
258.56537,8.50022e+11
258.6167,1.296841e+12
258.668,1.6829233e+12
258.71933,1.5762689e+12
258.77063,7.532415e+11
258.8219,2.8060703e+11
258.8732,2.6786886e+11
258.9245,2.0893386e+11
258.97577,1.450774e+11
259.02704,8.367288e+10
259.0783,1.1146792e+11
259.12958,2.6796999e+11
259.18085,4.532995e+11
259.2321,6.5069076e+11
259.28336,8.559343e+11
259.3346,8.139599e+11
259.38583,8.7118624e+11
259.43707,7.484211e+11
259.4883,5.2450106e+11
259.53952,3.3348633e+11
259.59076,1.463005e+11
259.64197,1.6882644e+11
259.69318,2.6317269e+11
259.7444,4.7874327e+11
259.7956,9.5806436e+11
259.84677,1.8112694e+12
259.89798,2.9466805e+12
259.94916,4.112771e+12
260.00034,4.3732978e+12
260.0515,3.819048e+12
260.1027,2.3366984e+12
260.15387,7.9196566e+11
260.20502,2.6216518e+11
260.25616,1.4858736e+11
260.30734,1.2849121e+11
260.3585,1.2242145e+11
260.4096,1.4447932e+11
260.46075,2.0916339e+11
260.5119,3.1796455e+11
260.56302,5.4963857e+11
260.61414,8.5113366e+11
260.66525,1.1933102e+12
260.71637,1.5249674e+12
260.7675,1.8990542e+12
260.81857,2.0363211e+12
260.8697,1.3052366e+12
260.92078,4.5881596e+11
260.97186,2.8167107e+11
261.02295,3.1849965e+11
261.074,4.5417202e+11
261.1251,7.2627526e+11
261.17615,1.2778002e+12
261.22723,1.9013023e+12
261.2783,2.4087175e+12
261.32935,2.1852587e+12
261.38037,1.3750884e+12
261.43143,1.2214043e+12
261.48245,1.3439285e+12
261.5335,1.0307048e+12
261.58453,3.520429e+11
261.63556,1.3607237e+11
261.68655,2.0218164e+11
261.73758,3.9966196e+11
261.78857,6.400559e+11
261.8396,9.427227e+11
261.8906,9.929727e+11
261.9416,5.9002434e+11
261.99258,2.7135148e+11
262.04355,2.4616083e+11
262.09454,3.2436906e+11
262.1455,3.8402562e+11
262.19647,4.478141e+11
262.24744,4.784725e+11
262.2984,4.4653884e+11
262.34937,2.8806024e+11
262.4003,2.2014527e+11
262.45126,3.3365144e+11
262.5022,5.518029e+11
262.55313,8.6749066e+11
262.60406,1.3290728e+12
262.655,1.7578425e+12
262.7059,1.5406664e+12
262.7568,8.474602e+11
262.80774,6.922563e+11
262.85864,9.502346e+11
262.90955,1.2965291e+12
262.96042,1.413706e+12
263.01132,1.1682855e+12
263.0622,1.3263804e+12
263.1131,2.0194118e+12
263.16397,2.814842e+12
263.21484,3.4791314e+12
263.2657,2.8864678e+12
263.31656,1.292885e+12
263.36743,4.2542832e+11
263.41827,2.1003366e+11
263.46912,1.3874151e+11
263.51996,1.16585914e+11
263.5708,9.3789045e+10
263.6216,8.8426635e+10
263.67245,9.0633355e+10
263.72327,9.463766e+10
263.77408,9.916776e+10
263.8249,1.0351799e+11
263.8757,1.0519679e+11
263.9265,1.02289e+11
263.9773,9.635381e+10
264.0281,9.110506e+10
264.0789,8.955801e+10
264.12967,9.272711e+10
264.18045,9.890985e+10
264.23123,1.0634668e+11
264.28198,1.0312426e+11
264.33276,9.866292e+10
264.3835,9.794096e+10
264.43427,1.074313e+11
264.48502,1.2470844e+11
264.53574,1.4651068e+11
264.5865,1.5242273e+11
264.63724,1.5997908e+11
264.68796,1.63039e+11
264.73868,1.5759311e+11
264.7894,1.30378424e+11
264.84012,9.127988e+10
264.8908,5.4500053e+10
264.94153,4.777332e+10
264.99222,4.714789e+10
265.0429,5.712647e+10
265.0936,6.1396963e+10
265.1443,6.1219463e+10
265.19498,5.8116854e+10
265.24564,5.088805e+10
265.2963,4.7634006e+10
265.347,4.1031004e+10
265.39764,3.2569575e+10
265.44827,2.2654233e+10
265.49893,1.470327e+10
265.5496,1.2260842e+10
265.60022,1.4978483e+10
265.65085,1.9304315e+10
265.70148,2.2827047e+10
265.7521,2.5599535e+10
265.80273,2.8176374e+10
265.85336,3.2979984e+10
265.90396,3.3435996e+10
265.95456,3.6690567e+10
266.00516,4.241458e+10
266.05576,5.2544074e+10
266.10635,6.5086132e+10
266.15695,7.664285e+10
266.20752,7.8517756e+10
266.2581,7.791552e+10
266.30865,9.0194846e+10
266.35922,1.2396361e+11
266.4098,1.8399409e+11
266.46036,3.275811e+11
266.5109,4.8294802e+11
266.56146,6.5903965e+11
266.612,5.796773e+11
266.66254,4.3320122e+11
266.71307,4.6745662e+11
266.76358,5.5571e+11
266.81412,4.4419685e+11
266.86462,2.053869e+11
266.91513,1.05128215e+11
266.96567,7.985833e+10
267.01614,5.495045e+10
267.06665,4.2160538e+10
267.11716,3.4520842e+10
267.16763,2.9418318e+10
267.2181,2.8281776e+10
267.2686,3.0196722e+10
267.31906,3.1001934e+10
267.36954,2.7298093e+10
267.42,1.9674774e+10
267.47046,1.0933152e+10
267.5209,2.9654925e+09
267.57138,-3.0708987e+09
267.62183,-6.187757e+09
267.67224,-6.293561e+09
267.7227,-3.549769e+09
267.7731,2.940307e+09
267.82355,1.4295599e+10
267.87396,3.0198237e+10
267.92438,4.894481e+10
267.9748,6.6786955e+10
268.02518,7.793585e+10
268.0756,8.232946e+10
268.12598,7.409131e+10
268.1764,6.4324874e+10
268.22678,6.1195047e+10
268.27713,5.8652496e+10
268.3275,6.994438e+10
268.3779,9.360122e+10
268.42825,1.27048294e+11
268.4786,1.9523227e+11
268.52896,2.6069618e+11
268.5793,3.6527188e+11
268.62967,2.4152274e+11
268.68002,1.1533546e+11
268.73035,6.2256333e+10
268.7807,4.1821934e+10
268.83102,3.3527095e+10
268.88135,4.2897744e+10
268.93164,5.9910877e+10
268.98196,7.442526e+10
269.0323,8.8035115e+10
269.08258,7.750108e+10
269.13287,8.277739e+10
269.18317,9.277758e+10
269.23346,1.6640804e+11
269.28375,2.496559e+11
269.334,3.8850095e+11
269.38428,4.183375e+11
269.43457,2.2430083e+11
269.48483,8.803344e+10
269.5351,6.334422e+10
269.58533,5.0831147e+10
269.6356,4.5521224e+10
269.68582,5.208119e+10
269.73608,6.4266842e+10
269.78632,7.823009e+10
269.83655,8.9045e+10
269.88675,9.40158e+10
269.93698,8.4821836e+10
269.9872,7.161979e+10
270.0374,5.6591413e+10
270.08762,4.22627e+10
270.13782,4.2339602e+10
270.18802,4.9852498e+10
270.2382,6.45539e+10
270.2884,8.599422e+10
270.33856,1.0713965e+11
270.38873,1.6963415e+11
270.4389,2.2913465e+11
270.48907,3.4197e+11
270.53925,2.860192e+11
270.58942,1.602751e+11
270.63956,1.0840386e+11
270.6897,1.6056931e+11
270.73984,1.7866985e+11
270.78998,1.7861001e+11
270.84012,1.4730125e+11
270.89023,1.1678452e+11
270.94037,1.0332712e+11
270.99048,9.237117e+10
271.0406,8.503691e+10
271.0907,7.826642e+10
271.1408,9.707084e+10
271.19092,1.5576718e+11
271.241,2.0898606e+11
271.29108,2.9491764e+11
271.3412,2.6643782e+11
