24692.05 4048.743 4.0 5.0 -0.10941  0.017940 0.30556
24692.05 4048.743 4.0 4.0 -0.03751  0.006150 0.06250
24692.05 4048.743 4.0 3.0  0.02086 -0.003420 0.00694
24692.05 4048.743 3.0 4.0 -0.01751  0.002870 0.18750
24692.05 4048.743 3.0 3.0  0.04086 -0.006700 0.08750
24692.05 4048.743 3.0 2.0  0.08512 -0.013957 0.01667
24692.05 4048.743 2.0 3.0  0.05586 -0.009159 0.10000
24692.05 4048.743 2.0 2.0  0.10012 -0.016417 0.08333
24692.05 4048.743 2.0 1.0  0.12986 -0.021294 0.02500
24692.05 4048.743 1.0 2.0  0.11012 -0.018057 0.03889
24692.05 4048.743 1.0 1.0  0.13986 -0.022934 0.05833
24692.05 4048.743 1.0 0.0  0.15481 -0.025384 0.02778
24650.64 4055.544 6.0 6.0 -0.12275  0.020196 0.24576
24650.64 4055.544 6.0 5.0 -0.03053  0.005023 0.02508
24650.64 4055.544 5.0 6.0 -0.13055  0.021479 0.02508
24650.64 4055.544 5.0 5.0 -0.03833  0.006306 0.16599
24650.64 4055.544 5.0 4.0  0.03824 -0.006291 0.03810
24650.64 4055.544 4.0 5.0 -0.04483  0.007376 0.03810
24650.64 4055.544 4.0 4.0  0.03174 -0.005221 0.10848
24650.64 4055.544 4.0 3.0  0.09280 -0.015268 0.04092
24650.64 4055.544 3.0 4.0  0.02654 -0.004366 0.04092
24650.64 4055.544 3.0 3.0  0.08760 -0.014413 0.06964
24650.64 4055.544 3.0 2.0  0.13330 -0.021930 0.03527
24650.64 4055.544 2.0 3.0  0.08370 -0.013771 0.03527
24650.64 4055.544 2.0 2.0  0.12940 -0.021289 0.04657
24650.64 4055.544 2.0 1.0  0.15981 -0.026292 0.02232
24650.64 4055.544 1.0 2.0  0.12680 -0.020861 0.02232
24650.64 4055.544 1.0 1.0  0.15721 -0.025864 0.04018
24630.08 4058.930 3.0 4.0 -0.09242  0.015231 0.37500
24630.08 4058.930 3.0 3.0 -0.03153  0.005196 0.16204
24630.08 4058.930 3.0 2.0  0.01642 -0.002706 0.04630
24630.08 4058.930 2.0 3.0  0.05067 -0.008350 0.12963
24630.08 4058.930 2.0 2.0  0.09862 -0.016252 0.16204
24630.08 4058.930 2.0 1.0  0.13167 -0.021699 0.12500
24602.21 4063.528 5.0 5.0 -0.09628  0.015903 0.26190
24602.21 4063.528 5.0 4.0 -0.02438  0.004027 0.04365
24602.21 4063.528 4.0 5.0 -0.09178  0.015160 0.04365
24602.21 4063.528 4.0 4.0 -0.01988  0.003284 0.14286
24602.21 4063.528 4.0 3.0  0.03848 -0.006356 0.06349
24602.21 4063.528 3.0 4.0 -0.01628  0.002689 0.06349
24602.21 4063.528 3.0 3.0  0.04208 -0.006951 0.06667
24602.21 4063.528 3.0 2.0  0.08635 -0.014262 0.06429
24602.21 4063.528 2.0 3.0  0.04478 -0.007397 0.06429
24602.21 4063.528 2.0 2.0  0.08905 -0.014708 0.02381
24602.21 4063.528 2.0 1.0  0.11879 -0.019621 0.05079
24602.21 4063.528 1.0 2.0  0.09085 -0.015005 0.05079
24602.21 4063.528 1.0 1.0  0.12059 -0.019918 0.00476
24602.21 4063.528 1.0 0.0  0.13553 -0.022386 0.02778
24602.21 4063.528 0.0 1.0  0.12149 -0.020067 0.02778
24561.41 4070.278 3.0 3.0 -0.07103  0.011771 0.25926
24561.41 4070.278 3.0 2.0  0.01724 -0.002857 0.32407
24561.41 4070.278 2.0 3.0  0.01117 -0.001851 0.32407
24561.41 4070.278 2.0 2.0  0.09944 -0.016479 0.09259
24507.48 4079.235 7.0 6.0 -0.10150  0.016895 0.25000
24507.48 4079.235 6.0 6.0 -0.12180  0.020274 0.02006
24507.48 4079.235 6.0 5.0 -0.02958  0.004924 0.19660
24507.48 4079.235 5.0 6.0 -0.13920  0.023171 0.00077
24507.48 4079.235 5.0 5.0 -0.04698  0.007820 0.03090
24507.48 4079.235 5.0 4.0  0.02959 -0.004925 0.15167
24507.48 4079.235 4.0 5.0 -0.06148  0.010234 0.00167
24507.48 4079.235 4.0 4.0  0.01509 -0.002511 0.03375
24507.48 4079.235 4.0 3.0  0.07615 -0.012676 0.11458
24507.48 4079.235 3.0 4.0  0.00349 -0.000580 0.00208
24507.48 4079.235 3.0 3.0  0.06455 -0.010745 0.02971
24507.48 4079.235 3.0 2.0  0.11025 -0.018350 0.08488
24507.48 4079.235 2.0 3.0  0.05585 -0.009297 0.00154
24507.48 4079.235 2.0 2.0  0.10155 -0.016902 0.01929
24507.48 4079.235 2.0 1.0  0.13196 -0.021964 0.06250
24506.42 4079.412 4.0 3.0 -0.05553  0.009244 0.37500
24506.42 4079.412 3.0 3.0 -0.03553  0.005914 0.16204
24506.42 4079.412 3.0 2.0  0.05274 -0.008779 0.12963
24506.42 4079.412 2.0 3.0 -0.02053  0.003417 0.04630
24506.42 4079.412 2.0 2.0  0.06774 -0.011276 0.16204
24506.42 4079.412 1.0 2.0  0.07774 -0.012941 0.12500
24485.25 4082.939 5.0 4.0 -0.06380  0.010638 0.30556
24485.25 4082.939 4.0 4.0 -0.05930  0.009888 0.06250
24485.25 4082.939 4.0 3.0  0.00160 -0.000266 0.18750
24485.25 4082.939 3.0 4.0 -0.05570  0.009288 0.00694
24485.25 4082.939 3.0 3.0  0.00520 -0.000866 0.08750
24485.25 4082.939 3.0 2.0  0.05314 -0.008862 0.10000
24485.25 4082.939 2.0 3.0  0.00790 -0.001317 0.01667
24485.25 4082.939 2.0 2.0  0.05584 -0.009312 0.08333
24485.25 4082.939 2.0 1.0  0.08890 -0.014824 0.03889
24485.25 4082.939 1.0 2.0  0.05764 -0.009612 0.02500
24485.25 4082.939 1.0 1.0  0.09070 -0.015124 0.05833
24485.25 4082.939 0.0 1.0  0.09160 -0.015274 0.02778
24481.12 4083.627 6.0 5.0 -0.07928  0.013225 0.27083
24481.12 4083.627 5.0 5.0 -0.08708  0.014526 0.03274
24481.12 4083.627 5.0 4.0 -0.01518  0.002532 0.19643
24481.12 4083.627 4.0 5.0 -0.09358  0.015610 0.00198
24481.12 4083.627 4.0 4.0 -0.02168  0.003616 0.04911
24481.12 4083.627 4.0 3.0  0.03668 -0.006119 0.13641
24481.12 4083.627 3.0 4.0 -0.02688  0.004484 0.00446
24481.12 4083.627 3.0 3.0  0.03148 -0.005252 0.05208
24481.12 4083.627 3.0 2.0  0.07575 -0.012635 0.08929
24481.12 4083.627 2.0 3.0  0.02758 -0.004601 0.00595
24481.12 4083.627 2.0 2.0  0.07185 -0.011985 0.04464
24481.12 4083.627 2.0 1.0  0.10159 -0.016946 0.05357
24481.12 4083.627 1.0 2.0  0.06925 -0.011551 0.00496
24481.12 4083.627 1.0 1.0  0.09899 -0.016512 0.02976
24481.12 4083.627 1.0 0.0  0.11393 -0.019005 0.02778
21399.62 4671.673 5.0 6.0  0.10662 -0.023277 0.27083
21399.62 4671.673 5.0 5.0  0.07422 -0.016204 0.03274
21399.62 4671.673 5.0 4.0  0.04722 -0.010310 0.00198
21399.62 4671.673 4.0 5.0  0.02673 -0.005834 0.19643
21399.62 4671.673 4.0 4.0 -0.00028  0.000060 0.04911
21399.62 4671.673 4.0 3.0 -0.02188  0.004776 0.00446
21399.62 4671.673 3.0 4.0 -0.03827  0.008356 0.13641
21399.62 4671.673 3.0 3.0 -0.05988  0.013071 0.05208
21399.62 4671.673 3.0 2.0 -0.07608  0.016608 0.00595
21399.62 4671.673 2.0 3.0 -0.08837  0.019293 0.08929
21399.62 4671.673 2.0 2.0 -0.10457  0.022830 0.04464
21399.62 4671.673 2.0 1.0 -0.11537  0.025188 0.00496
21399.62 4671.673 1.0 2.0 -0.12357  0.026978 0.05357
21399.62 4671.673 1.0 1.0 -0.13437  0.029336 0.02976
21399.62 4671.673 0.0 1.0 -0.14387  0.031410 0.02778
21226.78 4709.713 6.0 6.0  0.09713 -0.021550 0.24576
21226.78 4709.713 6.0 5.0  0.06473 -0.014361 0.02508
21226.78 4709.713 5.0 6.0  0.06293 -0.013962 0.02508
21226.78 4709.713 5.0 5.0  0.03053 -0.006773 0.16599
21226.78 4709.713 5.0 4.0  0.00352 -0.000782 0.03810
21226.78 4709.713 4.0 5.0  0.00203 -0.000449 0.03810
21226.78 4709.713 4.0 4.0 -0.02498  0.005541 0.10848
21226.78 4709.713 4.0 3.0 -0.04658  0.010334 0.04092
21226.78 4709.713 3.0 4.0 -0.04778  0.010600 0.04092
21226.78 4709.713 3.0 3.0 -0.06938  0.015393 0.06964
21226.78 4709.713 3.0 2.0 -0.08558  0.018987 0.03527
21226.78 4709.713 2.0 3.0 -0.08648  0.019187 0.03527
21226.78 4709.713 2.0 2.0 -0.10268  0.022782 0.04657
21226.78 4709.713 2.0 1.0 -0.11348  0.025178 0.02232
21226.78 4709.713 1.0 2.0 -0.11408  0.025311 0.02232
21226.78 4709.713 1.0 1.0 -0.12488  0.027707 0.04018
21147.09 4727.461 5.0 5.0  0.08812 -0.019701 0.26190
21147.09 4727.461 5.0 4.0  0.06512 -0.014559 0.04365
21147.09 4727.461 4.0 5.0  0.04063 -0.009082 0.04365
21147.09 4727.461 4.0 4.0  0.01762 -0.003940 0.14286
21147.09 4727.461 4.0 3.0 -0.00078  0.000173 0.06349
21147.09 4727.461 3.0 4.0 -0.02037  0.004555 0.06349
21147.09 4727.461 3.0 3.0 -0.03877  0.008668 0.06667
21147.09 4727.461 3.0 2.0 -0.05257  0.011753 0.06429
21147.09 4727.461 2.0 3.0 -0.06727  0.015040 0.06429
21147.09 4727.461 2.0 2.0 -0.08107  0.018125 0.02381
21147.09 4727.461 2.0 1.0 -0.09027  0.020181 0.05079
21147.09 4727.461 1.0 2.0 -0.10007  0.022372 0.05079
21147.09 4727.461 1.0 1.0 -0.10927  0.024429 0.00476
21147.09 4727.461 1.0 0.0 -0.11387  0.025457 0.02778
21147.09 4727.461 0.0 1.0 -0.11877  0.026553 0.02778
21095.21 4739.087 4.0 4.0  0.07725 -0.017355 0.28125
21095.21 4739.087 4.0 3.0  0.08405 -0.018882 0.09375
21095.21 4739.087 3.0 4.0 -0.01195  0.002685 0.09375
21095.21 4739.087 3.0 3.0 -0.00515  0.001157 0.07940
21095.21 4739.087 3.0 2.0 -0.00005  0.000011 0.11852
21095.21 4739.087 2.0 3.0 -0.07205  0.016186 0.11852
21095.21 4739.087 2.0 2.0 -0.06695  0.015041 0.00231
21095.21 4739.087 2.0 1.0 -0.06355  0.014277 0.08750
21095.21 4739.087 1.0 2.0 -0.11155  0.025060 0.08750
21095.21 4739.087 1.0 1.0 -0.10815  0.024297 0.03750
21028.85 4754.043 6.0 5.0  0.09577 -0.021652 0.27083
21028.85 4754.043 5.0 5.0 -0.05183  0.011716 0.03274
21028.85 4754.043 5.0 4.0  0.04411 -0.009973 0.19643
21028.85 4754.043 4.0 5.0 -0.17482  0.039524 0.00198
21028.85 4754.043 4.0 4.0 -0.07888  0.017834 0.04911
21028.85 4754.043 4.0 3.0 -0.00262  0.000592 0.13641
21028.85 4754.043 3.0 4.0 -0.17728  0.040080 0.00446
21028.85 4754.043 3.0 3.0 -0.10102  0.022838 0.05208
21028.85 4754.043 3.0 2.0 -0.04410  0.009971 0.08929
21028.85 4754.043 2.0 3.0 -0.17482  0.039523 0.00595
21028.85 4754.043 2.0 2.0 -0.11790  0.026655 0.04464
21028.85 4754.043 2.0 1.0 -0.08009  0.018107 0.05357
21028.85 4754.043 1.0 2.0 -0.16710  0.037778 0.00496
21028.85 4754.043 1.0 1.0 -0.12929  0.029230 0.02976
21028.85 4754.043 1.0 0.0 -0.11043  0.024966 0.02778
20995.86 4761.512 4.0 3.0  0.02037 -0.004621 0.37500
20995.86 4761.512 3.0 3.0 -0.06882  0.015609 0.16204
20995.86 4761.512 3.0 2.0  0.08297 -0.018818 0.12963
20995.86 4761.512 2.0 3.0 -0.13572  0.030781 0.04630
20995.86 4761.512 2.0 2.0  0.01608 -0.003646 0.16204
20995.86 4761.512 1.0 2.0 -0.02852  0.006469 0.12500
20992.09 4762.367 7.0 6.0  0.09675 -0.021949 0.25000
20992.09 4762.367 6.0 6.0  0.06595 -0.014962 0.02006
20992.09 4762.367 6.0 5.0  0.03355 -0.007611 0.19660
20992.09 4762.367 5.0 6.0  0.03955 -0.008973 0.00077
20992.09 4762.367 5.0 5.0  0.00715 -0.001622 0.03090
20992.09 4762.367 5.0 4.0 -0.01985  0.004503 0.15167
20992.09 4762.367 4.0 5.0 -0.01485  0.003369 0.00167
20992.09 4762.367 4.0 4.0 -0.04185  0.009494 0.03375
20992.09 4762.367 4.0 3.0 -0.06345  0.014395 0.11458
20992.09 4762.367 3.0 4.0 -0.05945  0.013487 0.00208
20992.09 4762.367 3.0 3.0 -0.08105  0.018388 0.02971
20992.09 4762.367 3.0 2.0 -0.09725  0.022063 0.08488
20992.09 4762.367 2.0 3.0 -0.09425  0.021382 0.00154
20992.09 4762.367 2.0 2.0 -0.11045  0.025058 0.01929
20992.09 4762.367 2.0 1.0 -0.12125  0.027508 0.06250
20976.77 4765.846 5.0 4.0  0.05300 -0.012042 0.30556
20976.77 4765.846 4.0 4.0  0.00550 -0.001250 0.06250
20976.77 4765.846 4.0 3.0  0.01230 -0.002795 0.18750
20976.77 4765.846 3.0 4.0 -0.03250  0.007384 0.00694
20976.77 4765.846 3.0 3.0 -0.02570  0.005839 0.08750
20976.77 4765.846 3.0 2.0 -0.02060  0.004680 0.10000
20976.77 4765.846 2.0 3.0 -0.05420  0.012314 0.01667
20976.77 4765.846 2.0 2.0 -0.04910  0.011156 0.08333
20976.77 4765.846 2.0 1.0 -0.04570  0.010383 0.03889
20976.77 4765.846 1.0 2.0 -0.06810  0.015472 0.02500
20976.77 4765.846 1.0 1.0 -0.06470  0.014700 0.05833
20976.77 4765.846 0.0 1.0 -0.07420  0.016858 0.02778
20974.25 4766.418 6.0 5.0  0.07863 -0.017868 0.27083
20974.25 4766.418 5.0 5.0  0.04443 -0.010096 0.03274
20974.25 4766.418 5.0 4.0  0.02143 -0.004869 0.19643
20974.25 4766.418 4.0 5.0  0.01593 -0.003619 0.00198
20974.25 4766.418 4.0 4.0 -0.00708  0.001608 0.04911
20974.25 4766.418 4.0 3.0 -0.02548  0.005789 0.13641
20974.25 4766.418 3.0 4.0 -0.02988  0.006789 0.00446
20974.25 4766.418 3.0 3.0 -0.04828  0.010971 0.05208
20974.25 4766.418 3.0 2.0 -0.06208  0.014107 0.08929
20974.25 4766.418 2.0 3.0 -0.06538  0.014857 0.00595
20974.25 4766.418 2.0 2.0 -0.07918  0.017993 0.04464
20974.25 4766.418 2.0 1.0 -0.08838  0.020084 0.05357
20974.25 4766.418 1.0 2.0 -0.09058  0.020584 0.00496
20974.25 4766.418 1.0 1.0 -0.09978  0.022674 0.02976
20974.25 4766.418 1.0 0.0 -0.10438  0.023720 0.02778
20899.67 4783.428 6.0 6.0  0.05659 -0.012952 0.24576
20899.67 4783.428 6.0 5.0  0.16422 -0.037586 0.02508
20899.67 4783.428 5.0 6.0 -0.09101  0.020831 0.02508
20899.67 4783.428 5.0 5.0  0.01662 -0.003804 0.16599
20899.67 4783.428 5.0 4.0  0.10765 -0.024638 0.03810
20899.67 4783.428 4.0 5.0 -0.10638  0.024349 0.03810
20899.67 4783.428 4.0 4.0 -0.01535  0.003514 0.10848
20899.67 4783.428 4.0 3.0  0.05834 -0.013354 0.04092
20899.67 4783.428 3.0 4.0 -0.11375  0.026036 0.04092
20899.67 4783.428 3.0 3.0 -0.04006  0.009168 0.06964
20899.67 4783.428 3.0 2.0  0.01573 -0.003600 0.03527
20899.67 4783.428 2.0 3.0 -0.11386  0.026059 0.03527
20899.67 4783.428 2.0 2.0 -0.05807  0.013292 0.04657
20899.67 4783.428 2.0 1.0 -0.02064  0.004724 0.02232
20899.67 4783.428 1.0 2.0 -0.10727  0.024553 0.02232
20899.67 4783.428 1.0 1.0 -0.06984  0.015985 0.04018
20725.94 4823.524 6.0 7.0  0.04362 -0.010153 0.25000
20725.94 4823.524 6.0 6.0  0.15091 -0.035122 0.02006
20725.94 4823.524 6.0 5.0  0.24235 -0.056402 0.00077
20725.94 4823.524 5.0 6.0  0.00331 -0.000771 0.19660
20725.94 4823.524 5.0 5.0  0.09475 -0.022052 0.03090
20725.94 4823.524 5.0 4.0  0.17059 -0.039700 0.00167
20725.94 4823.524 4.0 5.0 -0.02825  0.006574 0.15167
20725.94 4823.524 4.0 4.0  0.04759 -0.011075 0.03375
20725.94 4823.524 4.0 3.0  0.10801 -0.025138 0.00208
20725.94 4823.524 3.0 4.0 -0.05081  0.011826 0.11458
20725.94 4823.524 3.0 3.0  0.00961 -0.002237 0.02971
20725.94 4823.524 3.0 2.0  0.05479 -0.012752 0.00154
20725.94 4823.524 2.0 3.0 -0.06419  0.014939 0.08488
20725.94 4823.524 2.0 2.0 -0.01901  0.004424 0.01929
20725.94 4823.524 1.0 2.0 -0.06821  0.015874 0.06250
19533.69 5117.934 4.0 5.0 -0.04067  0.010655 0.30556
19533.69 5117.934 4.0 4.0  0.05877 -0.015397 0.06250
19533.69 5117.934 4.0 3.0  0.13831 -0.036239 0.00694
19533.69 5117.934 3.0 4.0 -0.03043  0.007974 0.18750
19533.69 5117.934 3.0 3.0  0.04911 -0.012868 0.08750
19533.69 5117.934 3.0 2.0  0.10877 -0.028499 0.01667
19533.69 5117.934 2.0 3.0 -0.01779  0.004660 0.10000
19533.69 5117.934 2.0 2.0  0.04187 -0.010971 0.08333
19533.69 5117.934 2.0 1.0  0.08165 -0.021392 0.02500
19533.69 5117.934 1.0 2.0 -0.00273  0.000715 0.03889
19533.69 5117.934 1.0 1.0  0.03705 -0.009706 0.05833
19533.69 5117.934 1.0 0.0  0.05693 -0.014917 0.02778
19408.55 5150.934 5.0 6.0 -0.06819  0.018098 0.27083
19408.55 5150.934 5.0 5.0  0.01928 -0.005117 0.03274
19408.55 5150.934 5.0 4.0  0.09218 -0.024464 0.00198
19408.55 5150.934 4.0 5.0 -0.02822  0.007489 0.19643
19408.55 5150.934 4.0 4.0  0.04468 -0.011858 0.04911
19408.55 5150.934 4.0 3.0  0.10300 -0.027335 0.00446
19408.55 5150.934 3.0 4.0  0.00668 -0.001772 0.13641
19408.55 5150.934 3.0 3.0  0.06500 -0.017250 0.05208
19408.55 5150.934 3.0 2.0  0.10873 -0.028857 0.00595
19408.55 5150.934 2.0 3.0  0.03650 -0.009686 0.08929
19408.55 5150.934 2.0 2.0  0.08023 -0.021294 0.04464
19408.55 5150.934 2.0 1.0  0.10939 -0.029032 0.00496
19408.55 5150.934 1.0 2.0  0.06123 -0.016251 0.05357
19408.55 5150.934 1.0 1.0  0.09039 -0.023990 0.02976
19408.55 5150.934 0.0 1.0  0.08089 -0.021468 0.02778
19238.02 5196.593 6.0 7.0 -0.09843  0.026588 0.25000
19238.02 5196.593 6.0 6.0 -0.00615  0.001661 0.02006
19238.02 5196.593 6.0 5.0  0.07294 -0.019704 0.00077
19238.02 5196.593 5.0 6.0 -0.04035  0.010900 0.19660
19238.02 5196.593 5.0 5.0  0.03874 -0.010466 0.03090
19238.02 5196.593 5.0 4.0  0.10466 -0.028270 0.00167
19238.02 5196.593 4.0 5.0  0.01024 -0.002767 0.15167
19238.02 5196.593 4.0 4.0  0.07616 -0.020572 0.03375
19238.02 5196.593 4.0 3.0  0.12889 -0.034815 0.00208
19238.02 5196.593 3.0 4.0  0.05336 -0.014413 0.11458
19238.02 5196.593 3.0 3.0  0.10609 -0.028656 0.02971
19238.02 5196.593 3.0 2.0  0.14563 -0.039339 0.00154
19238.02 5196.593 2.0 3.0  0.08899 -0.024037 0.08488
19238.02 5196.593 2.0 2.0  0.12853 -0.034720 0.01929
19238.02 5196.593 1.0 2.0  0.11713 -0.031641 0.06250
19023.02 5255.326 7.0 8.0 -0.13638  0.037676 0.23611
19023.02 5255.326 7.0 7.0 -0.02823  0.007799 0.01353
19023.02 5255.326 7.0 6.0  0.06640 -0.018343 0.00036
19023.02 5255.326 6.0 7.0 -0.05903  0.016308 0.19481
19023.02 5255.326 6.0 6.0  0.03560 -0.009834 0.02110
19023.02 5255.326 6.0 5.0  0.11671 -0.032242 0.00076
19023.02 5255.326 5.0 6.0  0.00920 -0.002541 0.15909
19023.02 5255.326 5.0 5.0  0.09031 -0.024948 0.02333
19023.02 5255.326 5.0 4.0  0.15790 -0.043621 0.00091
19023.02 5255.326 4.0 5.0  0.06831 -0.018871 0.12869
19023.02 5255.326 4.0 4.0  0.13590 -0.037543 0.02068
19023.02 5255.326 4.0 3.0  0.18997 -0.052482 0.00063
19023.02 5255.326 3.0 4.0  0.11830 -0.032681 0.10341
19023.02 5255.326 3.0 3.0  0.17237 -0.047619 0.01326
19023.02 5255.326 2.0 3.0  0.15917 -0.043973 0.08333
16624.61 6013.514 5.0 4.0  0.09694 -0.035064 0.30556
16624.61 6013.514 4.0 4.0 -0.03791  0.013715 0.06250
16624.61 6013.514 4.0 3.0  0.03869 -0.013996 0.18750
16624.61 6013.514 3.0 4.0 -0.14579  0.052738 0.00694
16624.61 6013.514 3.0 3.0 -0.06919  0.025027 0.08750
16624.61 6013.514 3.0 2.0 -0.01214  0.004390 0.10000
16624.61 6013.514 2.0 3.0 -0.15010  0.054295 0.01667
16624.61 6013.514 2.0 2.0 -0.09305  0.033657 0.08333
16624.61 6013.514 2.0 1.0 -0.05520  0.019968 0.03889
16624.61 6013.514 1.0 2.0 -0.14699  0.053169 0.02500
16624.61 6013.514 1.0 1.0 -0.10914  0.039480 0.05833
16624.61 6013.514 0.0 1.0 -0.13611  0.049236 0.02778
16615.88 6016.673 5.0 5.0  0.07173 -0.025974 0.26190
16615.88 6016.673 5.0 4.0  0.14822 -0.053670 0.04365
16615.88 6016.673 4.0 5.0 -0.06312  0.022856 0.04365
16615.88 6016.673 4.0 4.0  0.01337 -0.004840 0.14286
16615.88 6016.673 4.0 3.0  0.07588 -0.027476 0.06349
16615.88 6016.673 3.0 4.0 -0.09451  0.034224 0.06349
16615.88 6016.673 3.0 3.0 -0.03200  0.011588 0.06667
16615.88 6016.673 3.0 2.0  0.01565 -0.005668 0.06429
16615.88 6016.673 2.0 3.0 -0.11291  0.040887 0.06429
16615.88 6016.673 2.0 2.0 -0.06526  0.023630 0.02381
16615.88 6016.673 2.0 1.0 -0.03312  0.011993 0.05079
16615.88 6016.673 1.0 2.0 -0.11920  0.043162 0.05079
16615.88 6016.673 1.0 1.0 -0.08706  0.031525 0.00476
16615.88 6016.673 1.0 0.0 -0.07088  0.025666 0.02778
16615.88 6016.673 0.0 1.0 -0.11403  0.041291 0.02778
16601.68 6021.819 5.0 6.0  0.04280 -0.015525 0.27083
16601.68 6021.819 5.0 5.0  0.12977 -0.047070 0.03274
16601.68 6021.819 5.0 4.0  0.20140 -0.073053 0.00198
16601.68 6021.819 4.0 5.0 -0.00508  0.001843 0.19643
16601.68 6021.819 4.0 4.0  0.06655 -0.024141 0.04911
16601.68 6021.819 4.0 3.0  0.12331 -0.044729 0.00446
16601.68 6021.819 3.0 4.0 -0.04133  0.014990 0.13641
16601.68 6021.819 3.0 3.0  0.01543 -0.005598 0.05208
16601.68 6021.819 3.0 2.0  0.05769 -0.020924 0.00595
16601.68 6021.819 2.0 3.0 -0.06548  0.023750 0.08929
16601.68 6021.819 2.0 2.0 -0.02322  0.008424 0.04464
16601.68 6021.819 2.0 1.0  0.00479 -0.001738 0.00496
16601.68 6021.819 1.0 2.0 -0.07716  0.027990 0.05357
16601.68 6021.819 1.0 1.0 -0.04915  0.017828 0.02976
16601.68 6021.819 0.0 1.0 -0.07612  0.027611 0.02778
